,ds,y,location
29597,2023-01-15,4351,가정
29599,2023-01-16,9498,가정
29601,2023-01-17,9567,가정
29603,2023-01-18,9802,가정
29605,2023-01-19,9648,가정
29607,2023-01-20,9094,가정
29609,2023-01-21,3413,가정
29611,2023-01-22,2865,가정
29613,2023-01-23,3697,가정
29615,2023-01-24,3223,가정
29617,2023-01-25,8699,가정
29619,2023-01-26,10828,가정
29621,2023-01-27,9963,가정
29623,2023-01-28,6063,가정
29625,2023-01-29,4449,가정
29627,2023-01-30,9770,가정
29629,2023-01-31,9982,가정
29631,2023-02-01,10167,가정
29633,2023-02-02,10122,가정
29635,2023-02-03,10068,가정
29637,2023-02-04,6583,가정
29639,2023-02-05,4731,가정
29641,2023-02-06,9781,가정
29643,2023-02-07,10137,가정
29645,2023-02-08,10278,가정
29647,2023-02-09,10217,가정
29649,2023-02-10,10372,가정
29651,2023-02-11,6737,가정
29653,2023-02-12,4669,가정
29655,2023-02-13,9854,가정
29657,2023-02-14,10245,가정
29659,2023-02-15,10194,가정
29661,2023-02-16,10325,가정
29663,2023-02-17,10471,가정
29665,2023-02-18,6637,가정
29667,2023-02-19,4993,가정
29669,2023-02-20,9966,가정
29671,2023-02-21,10170,가정
29673,2023-02-22,10328,가정
29675,2023-02-23,10335,가정
29677,2023-02-24,10658,가정
29679,2023-02-25,6702,가정
29681,2023-02-26,4830,가정
29683,2023-02-27,9980,가정
29685,2023-02-28,10419,가정
29687,2023-03-01,5152,가정
29689,2023-03-02,10982,가정
29691,2023-03-03,11406,가정
29693,2023-03-04,6872,가정
29695,2023-03-05,4921,가정
29697,2023-03-06,11108,가정
29699,2023-03-07,11221,가정
29701,2023-03-08,11436,가정
29703,2023-03-09,11236,가정
29705,2023-03-10,11709,가정
29707,2023-03-11,7129,가정
29709,2023-03-12,4325,가정
29711,2023-03-13,10963,가정
29713,2023-03-14,11435,가정
29715,2023-03-15,11550,가정
29717,2023-03-16,11482,가정
29719,2023-03-17,11673,가정
29721,2023-03-18,7180,가정
29723,2023-03-19,5072,가정
29725,2023-03-20,11224,가정
29727,2023-03-21,11537,가정
29729,2023-03-22,11547,가정
29731,2023-03-23,11397,가정
29733,2023-03-24,11765,가정
29735,2023-03-25,7338,가정
29737,2023-03-26,5050,가정
29739,2023-03-27,11042,가정
29741,2023-03-28,11369,가정
29743,2023-03-29,11646,가정
29745,2023-03-30,11632,가정
29747,2023-03-31,11706,가정
29749,2023-04-01,7245,가정
29751,2023-04-02,5436,가정
29753,2023-04-03,11532,가정
29755,2023-04-04,11669,가정
29757,2023-04-05,10695,가정
29759,2023-04-06,11249,가정
29761,2023-04-07,11906,가정
29763,2023-04-08,7373,가정
29765,2023-04-09,5120,가정
29767,2023-04-10,11483,가정
29769,2023-04-11,11016,가정
29771,2023-04-12,11747,가정
29773,2023-04-13,11643,가정
29775,2023-04-14,11753,가정
29777,2023-04-15,6750,가정
29779,2023-04-16,4772,가정
29781,2023-04-17,11307,가정
29783,2023-04-18,11300,가정
29785,2023-04-19,11710,가정
29787,2023-04-20,11630,가정
29789,2023-04-21,11866,가정
29791,2023-04-22,6967,가정
29793,2023-04-23,4989,가정
29795,2023-04-24,11337,가정
29797,2023-04-25,11561,가정
29799,2023-04-26,11841,가정
29801,2023-04-27,11993,가정
29803,2023-04-28,12178,가정
29805,2023-04-29,6514,가정
29807,2023-04-30,5452,가정
29809,2023-05-01,7111,가정
29811,2023-05-02,11622,가정
29813,2023-05-03,11929,가정
29815,2023-05-04,12191,가정
29817,2023-05-05,4450,가정
29819,2023-05-06,5403,가정
29821,2023-05-07,4933,가정
29823,2023-05-08,11395,가정
29825,2023-05-09,12033,가정
29827,2023-05-10,12052,가정
29829,2023-05-11,12111,가정
29831,2023-05-12,12478,가정
29833,2023-05-13,7591,가정
29835,2023-05-14,5513,가정
29837,2023-05-15,11750,가정
29839,2023-05-16,12005,가정
29841,2023-05-17,12058,가정
29843,2023-05-18,11870,가정
29845,2023-05-19,12358,가정
29847,2023-05-20,7606,가정
29849,2023-05-21,5297,가정
29851,2023-05-22,11638,가정
29853,2023-05-23,12091,가정
29855,2023-05-24,12225,가정
29857,2023-05-25,12033,가정
29859,2023-05-26,12165,가정
29861,2023-05-27,5624,가정
29863,2023-05-28,4429,가정
29865,2023-05-29,5694,가정
29867,2023-05-30,11901,가정
29869,2023-05-31,11889,가정
29871,2023-06-01,11854,가정
29873,2023-06-02,12161,가정
29875,2023-06-03,7373,가정
29877,2023-06-04,5162,가정
29879,2023-06-05,10455,가정
29881,2023-06-06,5637,가정
29883,2023-06-07,11930,가정
29885,2023-06-08,11851,가정
29887,2023-06-09,12214,가정
29889,2023-06-10,6980,가정
29891,2023-06-11,5050,가정
29893,2023-06-12,11572,가정
29895,2023-06-13,11942,가정
29897,2023-06-14,12061,가정
29899,2023-06-15,11903,가정
29901,2023-06-16,12075,가정
29903,2023-06-17,7382,가정
29905,2023-06-18,5220,가정
29907,2023-06-19,11335,가정
29909,2023-06-20,11613,가정
29911,2023-06-21,11469,가정
29913,2023-06-22,11724,가정
29915,2023-06-23,12186,가정
29917,2023-06-24,7462,가정
29919,2023-06-25,5195,가정
29921,2023-06-26,10618,가정
29923,2023-06-27,11600,가정
29925,2023-06-28,11805,가정
29927,2023-06-29,10462,가정
29929,2023-06-30,11737,가정
