,ds,y,location
33815,2022-10-26,3019,주안국가산단
33817,2022-10-27,3027,주안국가산단
33819,2022-10-28,2992,주안국가산단
33821,2022-10-29,789,주안국가산단
33823,2022-10-30,364,주안국가산단
33825,2022-10-31,2936,주안국가산단
33827,2022-11-01,3072,주안국가산단
33829,2022-11-02,3102,주안국가산단
33831,2022-11-03,3056,주안국가산단
33833,2022-11-04,2970,주안국가산단
33835,2022-11-05,747,주안국가산단
33837,2022-11-06,379,주안국가산단
33839,2022-11-07,2952,주안국가산단
33841,2022-11-08,3040,주안국가산단
33843,2022-11-09,3077,주안국가산단
33845,2022-11-10,3001,주안국가산단
33847,2022-11-11,2947,주안국가산단
33849,2022-11-12,765,주안국가산단
33851,2022-11-13,336,주안국가산단
33853,2022-11-14,2951,주안국가산단
33855,2022-11-15,3029,주안국가산단
33857,2022-11-16,3057,주안국가산단
33859,2022-11-17,2952,주안국가산단
33861,2022-11-18,2888,주안국가산단
33863,2022-11-19,711,주안국가산단
33865,2022-11-20,355,주안국가산단
33867,2022-11-21,2891,주안국가산단
33869,2022-11-22,2991,주안국가산단
33871,2022-11-23,3000,주안국가산단
33873,2022-11-24,2984,주안국가산단
33875,2022-11-25,2804,주안국가산단
33877,2022-11-26,748,주안국가산단
33879,2022-11-27,327,주안국가산단
33881,2022-11-28,2820,주안국가산단
33883,2022-11-29,2893,주안국가산단
33885,2022-11-30,2880,주안국가산단
33887,2022-12-01,2863,주안국가산단
33889,2022-12-02,2865,주안국가산단
33891,2022-12-03,640,주안국가산단
33893,2022-12-04,356,주안국가산단
33895,2022-12-05,2843,주안국가산단
33897,2022-12-06,3052,주안국가산단
33899,2022-12-07,2903,주안국가산단
33901,2022-12-08,2950,주안국가산단
33903,2022-12-09,2958,주안국가산단
33905,2022-12-10,754,주안국가산단
33907,2022-12-11,336,주안국가산단
33909,2022-12-12,2892,주안국가산단
33911,2022-12-13,2932,주안국가산단
33913,2022-12-14,3044,주안국가산단
33915,2022-12-15,3081,주안국가산단
33917,2022-12-16,2850,주안국가산단
33919,2022-12-17,765,주안국가산단
33921,2022-12-18,334,주안국가산단
33923,2022-12-19,2832,주안국가산단
33925,2022-12-20,2895,주안국가산단
33927,2022-12-21,3471,주안국가산단
33929,2022-12-22,3040,주안국가산단
33931,2022-12-23,2626,주안국가산단
33933,2022-12-24,536,주안국가산단
33935,2022-12-25,306,주안국가산단
33937,2022-12-26,2798,주안국가산단
33939,2022-12-27,2865,주안국가산단
33941,2022-12-28,2933,주안국가산단
33943,2022-12-29,2659,주안국가산단
33945,2022-12-30,2142,주안국가산단
33947,2022-12-31,463,주안국가산단
33949,2023-01-01,272,주안국가산단
33951,2023-01-02,2656,주안국가산단
33953,2023-01-03,2751,주안국가산단
33955,2023-01-04,2804,주안국가산단
33957,2023-01-05,2811,주안국가산단
33959,2023-01-06,2699,주안국가산단
33961,2023-01-07,576,주안국가산단
33963,2023-01-08,319,주안국가산단
33965,2023-01-09,2811,주안국가산단
33967,2023-01-10,2819,주안국가산단
33969,2023-01-11,2897,주안국가산단
33971,2023-01-12,2926,주안국가산단
33973,2023-01-13,2708,주안국가산단
33975,2023-01-14,605,주안국가산단
33977,2023-01-15,324,주안국가산단
33979,2023-01-16,2865,주안국가산단
33981,2023-01-17,2910,주안국가산단
33983,2023-01-18,2889,주안국가산단
33985,2023-01-19,2899,주안국가산단
33987,2023-01-20,2394,주안국가산단
33989,2023-01-21,248,주안국가산단
33991,2023-01-22,155,주안국가산단
33993,2023-01-23,253,주안국가산단
33995,2023-01-24,310,주안국가산단
33997,2023-01-25,2261,주안국가산단
33999,2023-01-26,3331,주안국가산단
34001,2023-01-27,2661,주안국가산단
34003,2023-01-28,664,주안국가산단
34005,2023-01-29,349,주안국가산단
34007,2023-01-30,2870,주안국가산단
34009,2023-01-31,2876,주안국가산단
34011,2023-02-01,2888,주안국가산단
34013,2023-02-02,2865,주안국가산단
34015,2023-02-03,2745,주안국가산단
34017,2023-02-04,688,주안국가산단
34019,2023-02-05,363,주안국가산단
34021,2023-02-06,2849,주안국가산단
34023,2023-02-07,2865,주안국가산단
34025,2023-02-08,2885,주안국가산단
34027,2023-02-09,2928,주안국가산단
34029,2023-02-10,2718,주안국가산단
34031,2023-02-11,674,주안국가산단
34033,2023-02-12,338,주안국가산단
34035,2023-02-13,2839,주안국가산단
34037,2023-02-14,2923,주안국가산단
34039,2023-02-15,2971,주안국가산단
34041,2023-02-16,2977,주안국가산단
34043,2023-02-17,2729,주안국가산단
34045,2023-02-18,777,주안국가산단
34047,2023-02-19,377,주안국가산단
34049,2023-02-20,2830,주안국가산단
34051,2023-02-21,2945,주안국가산단
34053,2023-02-22,2876,주안국가산단
34055,2023-02-23,2893,주안국가산단
34057,2023-02-24,2755,주안국가산단
34059,2023-02-25,778,주안국가산단
34061,2023-02-26,360,주안국가산단
34063,2023-02-27,2826,주안국가산단
34065,2023-02-28,2821,주안국가산단
34067,2023-03-01,743,주안국가산단
34069,2023-03-02,2758,주안국가산단
34071,2023-03-03,2781,주안국가산단
34073,2023-03-04,705,주안국가산단
34075,2023-03-05,397,주안국가산단
34077,2023-03-06,2943,주안국가산단
34079,2023-03-07,2905,주안국가산단
34081,2023-03-08,2998,주안국가산단
34083,2023-03-09,2890,주안국가산단
34085,2023-03-10,2797,주안국가산단
34087,2023-03-11,785,주안국가산단
34089,2023-03-12,359,주안국가산단
34091,2023-03-13,2915,주안국가산단
34093,2023-03-14,2944,주안국가산단
34095,2023-03-15,2969,주안국가산단
34097,2023-03-16,2994,주안국가산단
34099,2023-03-17,2650,주안국가산단
34101,2023-03-18,762,주안국가산단
34103,2023-03-19,384,주안국가산단
34105,2023-03-20,2987,주안국가산단
34107,2023-03-21,2971,주안국가산단
34109,2023-03-22,2985,주안국가산단
34111,2023-03-23,2906,주안국가산단
34113,2023-03-24,2885,주안국가산단
34115,2023-03-25,721,주안국가산단
34117,2023-03-26,332,주안국가산단
34119,2023-03-27,2879,주안국가산단
34121,2023-03-28,2892,주안국가산단
34123,2023-03-29,3008,주안국가산단
34125,2023-03-30,2933,주안국가산단
34127,2023-03-31,2867,주안국가산단
34129,2023-04-01,663,주안국가산단
34131,2023-04-02,378,주안국가산단
34133,2023-04-03,2891,주안국가산단
34135,2023-04-04,2969,주안국가산단
34137,2023-04-05,2865,주안국가산단
34139,2023-04-06,2867,주안국가산단
34141,2023-04-07,2794,주안국가산단
34143,2023-04-08,745,주안국가산단
34145,2023-04-09,306,주안국가산단
34147,2023-04-10,2878,주안국가산단
34149,2023-04-11,2833,주안국가산단
34151,2023-04-12,2933,주안국가산단
34153,2023-04-13,2931,주안국가산단
34155,2023-04-14,2757,주안국가산단
34157,2023-04-15,671,주안국가산단
34159,2023-04-16,362,주안국가산단
34161,2023-04-17,2911,주안국가산단
34163,2023-04-18,2918,주안국가산단
34165,2023-04-19,2931,주안국가산단
34167,2023-04-20,2818,주안국가산단
34169,2023-04-21,2527,주안국가산단
34171,2023-04-22,699,주안국가산단
34173,2023-04-23,349,주안국가산단
34175,2023-04-24,2841,주안국가산단
34177,2023-04-25,2942,주안국가산단
34179,2023-04-26,2963,주안국가산단
34181,2023-04-27,2996,주안국가산단
34183,2023-04-28,2729,주안국가산단
34185,2023-04-29,655,주안국가산단
34187,2023-04-30,352,주안국가산단
34189,2023-05-01,803,주안국가산단
34191,2023-05-02,2886,주안국가산단
34193,2023-05-03,2936,주안국가산단
34195,2023-05-04,2854,주안국가산단
34197,2023-05-05,604,주안국가산단
34199,2023-05-06,486,주안국가산단
34201,2023-05-07,375,주안국가산단
34203,2023-05-08,2882,주안국가산단
34205,2023-05-09,2910,주안국가산단
34207,2023-05-10,2952,주안국가산단
34209,2023-05-11,2973,주안국가산단
34211,2023-05-12,2888,주안국가산단
34213,2023-05-13,725,주안국가산단
34215,2023-05-14,360,주안국가산단
34217,2023-05-15,3060,주안국가산단
34219,2023-05-16,3010,주안국가산단
34221,2023-05-17,2981,주안국가산단
34223,2023-05-18,2919,주안국가산단
34225,2023-05-19,2703,주안국가산단
34227,2023-05-20,760,주안국가산단
34229,2023-05-21,360,주안국가산단
34231,2023-05-22,2886,주안국가산단
34233,2023-05-23,2935,주안국가산단
34235,2023-05-24,2912,주안국가산단
34237,2023-05-25,2960,주안국가산단
34239,2023-05-26,2785,주안국가산단
34241,2023-05-27,606,주안국가산단
34243,2023-05-28,296,주안국가산단
34245,2023-05-29,825,주안국가산단
34247,2023-05-30,2892,주안국가산단
34249,2023-05-31,2869,주안국가산단
34251,2023-06-01,2876,주안국가산단
34253,2023-06-02,2927,주안국가산단
34255,2023-06-03,712,주안국가산단
34257,2023-06-04,363,주안국가산단
34259,2023-06-05,2129,주안국가산단
34261,2023-06-06,724,주안국가산단
34263,2023-06-07,2927,주안국가산단
34265,2023-06-08,2906,주안국가산단
34267,2023-06-09,2922,주안국가산단
34269,2023-06-10,725,주안국가산단
34271,2023-06-11,387,주안국가산단
34273,2023-06-12,2882,주안국가산단
34275,2023-06-13,2916,주안국가산단
34277,2023-06-14,2991,주안국가산단
34279,2023-06-15,2936,주안국가산단
34281,2023-06-16,2949,주안국가산단
34283,2023-06-17,739,주안국가산단
34285,2023-06-18,361,주안국가산단
34287,2023-06-19,2878,주안국가산단
34289,2023-06-20,2870,주안국가산단
34291,2023-06-21,2881,주안국가산단
34293,2023-06-22,2924,주안국가산단
34295,2023-06-23,2710,주안국가산단
34297,2023-06-24,776,주안국가산단
34299,2023-06-25,359,주안국가산단
34301,2023-06-26,2835,주안국가산단
34303,2023-06-27,2936,주안국가산단
34305,2023-06-28,2930,주안국가산단
34307,2023-06-29,2854,주안국가산단
34309,2023-06-30,2924,주안국가산단
