,ds,y,location
6785,2022-10-16,7327,부평시장
6787,2022-10-17,13317,부평시장
6789,2022-10-18,13494,부평시장
6791,2022-10-19,13667,부평시장
6793,2022-10-20,13656,부평시장
6795,2022-10-21,13988,부평시장
6797,2022-10-22,9747,부평시장
6799,2022-10-23,7528,부평시장
6801,2022-10-24,13214,부평시장
6803,2022-10-25,13653,부평시장
6805,2022-10-26,13906,부평시장
6807,2022-10-27,13602,부평시장
6809,2022-10-28,14036,부평시장
6811,2022-10-29,10008,부평시장
6813,2022-10-30,7268,부평시장
6815,2022-10-31,13303,부평시장
6817,2022-11-01,13797,부평시장
6819,2022-11-02,13874,부평시장
6821,2022-11-03,13311,부평시장
6823,2022-11-04,13642,부평시장
6825,2022-11-05,9575,부평시장
6827,2022-11-06,7310,부평시장
6829,2022-11-07,13270,부평시장
6831,2022-11-08,13726,부평시장
6833,2022-11-09,13359,부평시장
6835,2022-11-10,13473,부평시장
6837,2022-11-11,13734,부평시장
6839,2022-11-12,8923,부평시장
6841,2022-11-13,7058,부평시장
6843,2022-11-14,13076,부평시장
6845,2022-11-15,13271,부평시장
6847,2022-11-16,13469,부평시장
6849,2022-11-17,13414,부평시장
6851,2022-11-18,13704,부평시장
6853,2022-11-19,9614,부평시장
6855,2022-11-20,7460,부평시장
6857,2022-11-21,13025,부평시장
6859,2022-11-22,13252,부평시장
6861,2022-11-23,13530,부평시장
6863,2022-11-24,13359,부평시장
6865,2022-11-25,13698,부평시장
6867,2022-11-26,9357,부평시장
6869,2022-11-27,6981,부평시장
6871,2022-11-28,12574,부평시장
6873,2022-11-29,13118,부평시장
6875,2022-11-30,12641,부평시장
6877,2022-12-01,12522,부평시장
6879,2022-12-02,13273,부평시장
6881,2022-12-03,9242,부평시장
6883,2022-12-04,6803,부평시장
6885,2022-12-05,12726,부평시장
6887,2022-12-06,13140,부평시장
6889,2022-12-07,13294,부평시장
6891,2022-12-08,13354,부평시장
6893,2022-12-09,13884,부평시장
6895,2022-12-10,9847,부평시장
6897,2022-12-11,7238,부평시장
6899,2022-12-12,12984,부평시장
6901,2022-12-13,13768,부평시장
6903,2022-12-14,12679,부평시장
6905,2022-12-15,13383,부평시장
6907,2022-12-16,13380,부평시장
6909,2022-12-17,10112,부평시장
6911,2022-12-18,6743,부평시장
6913,2022-12-19,12622,부평시장
6915,2022-12-20,13308,부평시장
6917,2022-12-21,14274,부평시장
6919,2022-12-22,13088,부평시장
6921,2022-12-23,12617,부평시장
6923,2022-12-24,8303,부평시장
6925,2022-12-25,6829,부평시장
6927,2022-12-26,12691,부평시장
6929,2022-12-27,13220,부평시장
6931,2022-12-28,13218,부평시장
6933,2022-12-29,12979,부평시장
6935,2022-12-30,13324,부평시장
6937,2022-12-31,8394,부평시장
6939,2023-01-01,5859,부평시장
6941,2023-01-02,12047,부평시장
6943,2023-01-03,12453,부평시장
6945,2023-01-04,12920,부평시장
6947,2023-01-05,12968,부평시장
6949,2023-01-06,13316,부평시장
6951,2023-01-07,8945,부평시장
6953,2023-01-08,6869,부평시장
6955,2023-01-09,13030,부평시장
6957,2023-01-10,13334,부평시장
6959,2023-01-11,13813,부평시장
6961,2023-01-12,13517,부평시장
6963,2023-01-13,12873,부평시장
6965,2023-01-14,8794,부평시장
6967,2023-01-15,6988,부평시장
6969,2023-01-16,13397,부평시장
6971,2023-01-17,13651,부평시장
6973,2023-01-18,13828,부평시장
6975,2023-01-19,13955,부평시장
6977,2023-01-20,13368,부평시장
6979,2023-01-21,5681,부평시장
6981,2023-01-22,4505,부평시장
6983,2023-01-23,5541,부평시장
6985,2023-01-24,4801,부평시장
6987,2023-01-25,11500,부평시장
6989,2023-01-26,13458,부평시장
6991,2023-01-27,13067,부평시장
6993,2023-01-28,8687,부평시장
6995,2023-01-29,6846,부평시장
6997,2023-01-30,13144,부평시장
6999,2023-01-31,13078,부평시장
7001,2023-02-01,13261,부평시장
7003,2023-02-02,13234,부평시장
7005,2023-02-03,13588,부평시장
7007,2023-02-04,9260,부평시장
7009,2023-02-05,6989,부평시장
7011,2023-02-06,13051,부평시장
7013,2023-02-07,13233,부평시장
7015,2023-02-08,13209,부평시장
7017,2023-02-09,13071,부평시장
7019,2023-02-10,13475,부평시장
7021,2023-02-11,9578,부평시장
7023,2023-02-12,7128,부평시장
7025,2023-02-13,13161,부평시장
7027,2023-02-14,13459,부평시장
7029,2023-02-15,13483,부평시장
7031,2023-02-16,13398,부평시장
7033,2023-02-17,13570,부평시장
7035,2023-02-18,9559,부평시장
7037,2023-02-19,7019,부평시장
7039,2023-02-20,13130,부평시장
7041,2023-02-21,13336,부평시장
7043,2023-02-22,13439,부평시장
7045,2023-02-23,13472,부평시장
7047,2023-02-24,14009,부평시장
7049,2023-02-25,9731,부평시장
7051,2023-02-26,7181,부평시장
7053,2023-02-27,13337,부평시장
7055,2023-02-28,13768,부평시장
7057,2023-03-01,7969,부평시장
7059,2023-03-02,13257,부평시장
7061,2023-03-03,13826,부평시장
7063,2023-03-04,9727,부평시장
7065,2023-03-05,7460,부평시장
7067,2023-03-06,13523,부평시장
7069,2023-03-07,13981,부평시장
7071,2023-03-08,13662,부평시장
7073,2023-03-09,13908,부평시장
7075,2023-03-10,14346,부평시장
7077,2023-03-11,10122,부평시장
7079,2023-03-12,6456,부평시장
7081,2023-03-13,13223,부평시장
7083,2023-03-14,13863,부평시장
7085,2023-03-15,13765,부평시장
7087,2023-03-16,14061,부평시장
7089,2023-03-17,14280,부평시장
7091,2023-03-18,10182,부평시장
7093,2023-03-19,7496,부평시장
7095,2023-03-20,13640,부평시장
7097,2023-03-21,14264,부평시장
7099,2023-03-22,13945,부평시장
7101,2023-03-23,13844,부평시장
7103,2023-03-24,14468,부평시장
7105,2023-03-25,10218,부평시장
7107,2023-03-26,7933,부평시장
7109,2023-03-27,13703,부평시장
7111,2023-03-28,14263,부평시장
7113,2023-03-29,14080,부평시장
7115,2023-03-30,13941,부평시장
7117,2023-03-31,14217,부평시장
7119,2023-04-01,9981,부평시장
7121,2023-04-02,7980,부평시장
7123,2023-04-03,13624,부평시장
7125,2023-04-04,14019,부평시장
7127,2023-04-05,12534,부평시장
7129,2023-04-06,13408,부평시장
7131,2023-04-07,14206,부평시장
7133,2023-04-08,9934,부평시장
7135,2023-04-09,7719,부평시장
7137,2023-04-10,13602,부평시장
7139,2023-04-11,12936,부평시장
7141,2023-04-12,13858,부평시장
7143,2023-04-13,13701,부평시장
7145,2023-04-14,14016,부평시장
7147,2023-04-15,9259,부평시장
7149,2023-04-16,7529,부평시장
7151,2023-04-17,13547,부평시장
7153,2023-04-18,13240,부평시장
7155,2023-04-19,13949,부평시장
7157,2023-04-20,13799,부평시장
7159,2023-04-21,14371,부평시장
7161,2023-04-22,9748,부평시장
7163,2023-04-23,7750,부평시장
7165,2023-04-24,13575,부평시장
7167,2023-04-25,13593,부평시장
7169,2023-04-26,13906,부평시장
7171,2023-04-27,14052,부평시장
7173,2023-04-28,14580,부평시장
7175,2023-04-29,8638,부평시장
7177,2023-04-30,7925,부평시장
7179,2023-05-01,10286,부평시장
7181,2023-05-02,14293,부평시장
7183,2023-05-03,14125,부평시장
7185,2023-05-04,14357,부평시장
7187,2023-05-05,6484,부평시장
7189,2023-05-06,7434,부평시장
7191,2023-05-07,7663,부평시장
7193,2023-05-08,13869,부평시장
7195,2023-05-09,14031,부평시장
7197,2023-05-10,14070,부평시장
7199,2023-05-11,14332,부평시장
7201,2023-05-12,14524,부평시장
7203,2023-05-13,10545,부평시장
7205,2023-05-14,7776,부평시장
7207,2023-05-15,13862,부평시장
7209,2023-05-16,13893,부평시장
7211,2023-05-17,13967,부평시장
7213,2023-05-18,13691,부평시장
7215,2023-05-19,14422,부평시장
7217,2023-05-20,10064,부평시장
7219,2023-05-21,7599,부평시장
7221,2023-05-22,13676,부평시장
7223,2023-05-23,14169,부평시장
7225,2023-05-24,14059,부평시장
7227,2023-05-25,14291,부평시장
7229,2023-05-26,14319,부평시장
7231,2023-05-27,7806,부평시장
7233,2023-05-28,6350,부평시장
7235,2023-05-29,8636,부평시장
7237,2023-05-30,14034,부평시장
7239,2023-05-31,13989,부평시장
7241,2023-06-01,14023,부평시장
7243,2023-06-02,13973,부평시장
7245,2023-06-03,9878,부평시장
7247,2023-06-04,7649,부평시장
7249,2023-06-05,13340,부평시장
7251,2023-06-06,8225,부평시장
7253,2023-06-07,13893,부평시장
7255,2023-06-08,13794,부평시장
7257,2023-06-09,14436,부평시장
7259,2023-06-10,9652,부평시장
7261,2023-06-11,7142,부평시장
7263,2023-06-12,13508,부평시장
7265,2023-06-13,13815,부평시장
7267,2023-06-14,13720,부평시장
7269,2023-06-15,13893,부평시장
7271,2023-06-16,14366,부평시장
7273,2023-06-17,9828,부평시장
7275,2023-06-18,7458,부평시장
7277,2023-06-19,13192,부평시장
7279,2023-06-20,13777,부평시장
7281,2023-06-21,13289,부평시장
7283,2023-06-22,13830,부평시장
7285,2023-06-23,14455,부평시장
7287,2023-06-24,9962,부평시장
7289,2023-06-25,7619,부평시장
7291,2023-06-26,12632,부평시장
7293,2023-06-27,13885,부평시장
7295,2023-06-28,13885,부평시장
7297,2023-06-29,11831,부평시장
7299,2023-06-30,13956,부평시장
