,ds,y,location
3111,2022-10-04,11102,계산
3113,2022-10-05,11517,계산
3115,2022-10-06,11283,계산
3117,2022-10-07,12378,계산
3119,2022-10-08,10342,계산
3121,2022-10-09,5613,계산
3123,2022-10-10,6262,계산
3125,2022-10-11,11353,계산
3127,2022-10-12,11518,계산
3129,2022-10-13,11635,계산
3131,2022-10-14,11741,계산
3133,2022-10-15,10323,계산
3135,2022-10-16,7638,계산
3137,2022-10-17,10874,계산
3139,2022-10-18,11329,계산
3141,2022-10-19,11408,계산
3143,2022-10-20,11336,계산
3145,2022-10-21,11585,계산
3147,2022-10-22,10631,계산
3149,2022-10-23,7712,계산
3151,2022-10-24,10930,계산
3153,2022-10-25,11578,계산
3155,2022-10-26,11541,계산
3157,2022-10-27,11705,계산
3159,2022-10-28,11924,계산
3161,2022-10-29,10525,계산
3163,2022-10-30,7526,계산
3165,2022-10-31,11264,계산
3167,2022-11-01,11601,계산
3169,2022-11-02,11430,계산
3171,2022-11-03,11519,계산
3173,2022-11-04,11445,계산
3175,2022-11-05,9737,계산
3177,2022-11-06,7376,계산
3179,2022-11-07,10816,계산
3181,2022-11-08,11490,계산
3183,2022-11-09,11455,계산
3185,2022-11-10,11630,계산
3187,2022-11-11,11592,계산
3189,2022-11-12,9519,계산
3191,2022-11-13,7227,계산
3193,2022-11-14,10593,계산
3195,2022-11-15,10757,계산
3197,2022-11-16,11287,계산
3199,2022-11-17,11172,계산
3201,2022-11-18,11342,계산
3203,2022-11-19,9806,계산
3205,2022-11-20,7389,계산
3207,2022-11-21,10658,계산
3209,2022-11-22,10919,계산
3211,2022-11-23,11376,계산
3213,2022-11-24,10973,계산
3215,2022-11-25,11265,계산
3217,2022-11-26,9593,계산
3219,2022-11-27,7053,계산
3221,2022-11-28,10119,계산
3223,2022-11-29,10862,계산
3225,2022-11-30,10561,계산
3227,2022-12-01,10466,계산
3229,2022-12-02,10928,계산
3231,2022-12-03,8986,계산
3233,2022-12-04,6479,계산
3235,2022-12-05,10392,계산
3237,2022-12-06,10780,계산
3239,2022-12-07,11123,계산
3241,2022-12-08,11173,계산
3243,2022-12-09,11279,계산
3245,2022-12-10,9758,계산
3247,2022-12-11,7403,계산
3249,2022-12-12,10062,계산
3251,2022-12-13,10487,계산
3253,2022-12-14,9621,계산
3255,2022-12-15,10248,계산
3257,2022-12-16,10507,계산
3259,2022-12-17,9952,계산
3261,2022-12-18,6358,계산
3263,2022-12-19,9346,계산
3265,2022-12-20,9828,계산
3267,2022-12-21,10608,계산
3269,2022-12-22,9659,계산
3271,2022-12-23,9391,계산
3273,2022-12-24,7315,계산
3275,2022-12-25,5916,계산
3277,2022-12-26,9301,계산
3279,2022-12-27,9619,계산
3281,2022-12-28,9902,계산
3283,2022-12-29,9880,계산
3285,2022-12-30,10055,계산
3287,2022-12-31,7000,계산
3289,2023-01-01,6244,계산
3291,2023-01-02,8938,계산
3293,2023-01-03,9041,계산
3295,2023-01-04,9424,계산
3297,2023-01-05,9383,계산
3299,2023-01-06,9820,계산
3301,2023-01-07,8407,계산
3303,2023-01-08,6219,계산
3305,2023-01-09,9323,계산
3307,2023-01-10,9680,계산
3309,2023-01-11,9817,계산
3311,2023-01-12,9642,계산
3313,2023-01-13,9255,계산
3315,2023-01-14,7721,계산
3317,2023-01-15,5384,계산
3319,2023-01-16,9326,계산
3321,2023-01-17,9355,계산
3323,2023-01-18,9616,계산
3325,2023-01-19,9455,계산
3327,2023-01-20,9164,계산
3329,2023-01-21,4795,계산
3331,2023-01-22,4160,계산
3333,2023-01-23,5701,계산
3335,2023-01-24,4385,계산
3337,2023-01-25,8476,계산
3339,2023-01-26,9869,계산
3341,2023-01-27,9604,계산
3343,2023-01-28,7465,계산
3345,2023-01-29,6429,계산
3347,2023-01-30,9501,계산
3349,2023-01-31,9660,계산
3351,2023-02-01,9822,계산
3353,2023-02-02,9568,계산
3355,2023-02-03,10571,계산
3357,2023-02-04,8869,계산
3359,2023-02-05,6716,계산
3361,2023-02-06,9749,계산
3363,2023-02-07,9866,계산
3365,2023-02-08,9960,계산
3367,2023-02-09,9630,계산
3369,2023-02-10,9913,계산
3371,2023-02-11,9574,계산
3373,2023-02-12,7378,계산
3375,2023-02-13,9635,계산
3377,2023-02-14,9895,계산
3379,2023-02-15,10150,계산
3381,2023-02-16,9781,계산
3383,2023-02-17,10099,계산
3385,2023-02-18,9048,계산
3387,2023-02-19,6784,계산
3389,2023-02-20,9622,계산
3391,2023-02-21,9531,계산
3393,2023-02-22,9900,계산
3395,2023-02-23,10031,계산
3397,2023-02-24,10285,계산
3399,2023-02-25,9672,계산
3401,2023-02-26,7375,계산
3403,2023-02-27,9704,계산
3405,2023-02-28,10203,계산
3407,2023-03-01,7494,계산
3409,2023-03-02,10395,계산
3411,2023-03-03,11202,계산
3413,2023-03-04,9722,계산
3415,2023-03-05,7351,계산
3417,2023-03-06,11304,계산
3419,2023-03-07,11158,계산
3421,2023-03-08,11297,계산
3423,2023-03-09,10987,계산
3425,2023-03-10,11469,계산
3427,2023-03-11,9837,계산
3429,2023-03-12,5460,계산
3431,2023-03-13,11163,계산
3433,2023-03-14,11279,계산
3435,2023-03-15,11337,계산
3437,2023-03-16,11451,계산
3439,2023-03-17,11413,계산
3441,2023-03-18,9974,계산
3443,2023-03-19,7736,계산
3445,2023-03-20,11268,계산
3447,2023-03-21,11142,계산
3449,2023-03-22,11419,계산
3451,2023-03-23,11130,계산
3453,2023-03-24,11459,계산
3455,2023-03-25,9872,계산
3457,2023-03-26,7882,계산
3459,2023-03-27,11412,계산
3461,2023-03-28,11087,계산
3463,2023-03-29,11629,계산
3465,2023-03-30,11590,계산
3467,2023-03-31,11660,계산
3469,2023-04-01,10024,계산
3471,2023-04-02,7367,계산
3473,2023-04-03,11531,계산
3475,2023-04-04,11130,계산
3477,2023-04-05,10199,계산
3479,2023-04-06,10881,계산
3481,2023-04-07,11451,계산
3483,2023-04-08,9746,계산
3485,2023-04-09,7891,계산
3487,2023-04-10,11265,계산
3489,2023-04-11,10064,계산
3491,2023-04-12,11354,계산
3493,2023-04-13,11178,계산
3495,2023-04-14,11134,계산
3497,2023-04-15,8236,계산
3499,2023-04-16,6901,계산
3501,2023-04-17,11351,계산
3503,2023-04-18,10503,계산
3505,2023-04-19,11705,계산
3507,2023-04-20,11265,계산
3509,2023-04-21,11932,계산
3511,2023-04-22,9722,계산
3513,2023-04-23,7321,계산
3515,2023-04-24,11456,계산
3517,2023-04-25,10562,계산
3519,2023-04-26,11698,계산
3521,2023-04-27,11671,계산
3523,2023-04-28,12009,계산
3525,2023-04-29,8018,계산
3527,2023-04-30,8101,계산
3529,2023-05-01,9689,계산
3531,2023-05-02,11186,계산
3533,2023-05-03,11895,계산
3535,2023-05-04,11559,계산
3537,2023-05-05,5238,계산
3539,2023-05-06,6726,계산
3541,2023-05-07,6762,계산
3543,2023-05-08,11641,계산
3545,2023-05-09,11365,계산
3547,2023-05-10,11791,계산
3549,2023-05-11,11480,계산
3551,2023-05-12,11706,계산
3553,2023-05-13,10241,계산
3555,2023-05-14,8065,계산
3557,2023-05-15,11473,계산
3559,2023-05-16,11100,계산
3561,2023-05-17,11438,계산
3563,2023-05-18,11036,계산
3565,2023-05-19,12099,계산
3567,2023-05-20,10275,계산
3569,2023-05-21,7688,계산
3571,2023-05-22,11178,계산
3573,2023-05-23,11263,계산
3575,2023-05-24,11634,계산
3577,2023-05-25,11731,계산
3579,2023-05-26,11439,계산
3581,2023-05-27,7251,계산
3583,2023-05-28,5165,계산
3585,2023-05-29,7151,계산
3587,2023-05-30,11132,계산
3589,2023-05-31,11495,계산
3591,2023-06-01,11496,계산
3593,2023-06-02,11536,계산
3595,2023-06-03,9732,계산
3597,2023-06-04,7429,계산
3599,2023-06-05,10323,계산
3601,2023-06-06,8134,계산
3603,2023-06-07,11434,계산
3605,2023-06-08,10943,계산
3607,2023-06-09,11399,계산
3609,2023-06-10,9202,계산
3611,2023-06-11,6917,계산
3613,2023-06-12,11105,계산
3615,2023-06-13,11194,계산
3617,2023-06-14,11262,계산
3619,2023-06-15,10972,계산
3621,2023-06-16,11213,계산
3623,2023-06-17,9852,계산
3625,2023-06-18,7150,계산
3627,2023-06-19,10471,계산
3629,2023-06-20,10392,계산
3631,2023-06-21,9886,계산
3633,2023-06-22,10518,계산
3635,2023-06-23,10742,계산
3637,2023-06-24,9396,계산
3639,2023-06-25,7107,계산
3641,2023-06-26,9149,계산
3643,2023-06-27,9921,계산
3645,2023-06-28,10053,계산
3647,2023-06-29,8873,계산
3649,2023-06-30,10273,계산
