호선,통행일자,역명,구분,이용인원
1,2022-07-01,계양,승차,3425
1,2022-07-01,계양,하차,3307
1,2022-07-02,계양,승차,2826
1,2022-07-02,계양,하차,2862
1,2022-07-03,계양,승차,2074
1,2022-07-03,계양,하차,2325
1,2022-07-04,계양,승차,3372
1,2022-07-04,계양,하차,3309
1,2022-07-05,계양,승차,3391
1,2022-07-05,계양,하차,3368
1,2022-07-06,계양,승차,3403
1,2022-07-06,계양,하차,3277
1,2022-07-07,계양,승차,3314
1,2022-07-07,계양,하차,3152
1,2022-07-08,계양,승차,3470
1,2022-07-08,계양,하차,3274
1,2022-07-09,계양,승차,2787
1,2022-07-09,계양,하차,2882
1,2022-07-10,계양,승차,1889
1,2022-07-10,계양,하차,2100
1,2022-07-11,계양,승차,3297
1,2022-07-11,계양,하차,3202
1,2022-07-12,계양,승차,3386
1,2022-07-12,계양,하차,3444
1,2022-07-13,계양,승차,2920
1,2022-07-13,계양,하차,2866
1,2022-07-14,계양,승차,3380
1,2022-07-14,계양,하차,3333
1,2022-07-15,계양,승차,3640
1,2022-07-15,계양,하차,3399
1,2022-07-16,계양,승차,2738
1,2022-07-16,계양,하차,2846
1,2022-07-17,계양,승차,1929
1,2022-07-17,계양,하차,2262
1,2022-07-18,계양,승차,3212
1,2022-07-18,계양,하차,3122
1,2022-07-19,계양,승차,3437
1,2022-07-19,계양,하차,3376
1,2022-07-20,계양,승차,3347
1,2022-07-20,계양,하차,3347
1,2022-07-21,계양,승차,3308
1,2022-07-21,계양,하차,3188
1,2022-07-22,계양,승차,3412
1,2022-07-22,계양,하차,3293
1,2022-07-23,계양,승차,2494
1,2022-07-23,계양,하차,2669
1,2022-07-24,계양,승차,1717
1,2022-07-24,계양,하차,2004
1,2022-07-25,계양,승차,3256
1,2022-07-25,계양,하차,3099
1,2022-07-26,계양,승차,3322
1,2022-07-26,계양,하차,3135
1,2022-07-27,계양,승차,3234
1,2022-07-27,계양,하차,3147
1,2022-07-28,계양,승차,3236
1,2022-07-28,계양,하차,3068
1,2022-07-29,계양,승차,3154
1,2022-07-29,계양,하차,3163
1,2022-07-30,계양,승차,2276
1,2022-07-30,계양,하차,2523
1,2022-07-31,계양,승차,1494
1,2022-07-31,계양,하차,1723
1,2022-08-01,계양,승차,2798
1,2022-08-01,계양,하차,2771
1,2022-08-02,계양,승차,2694
1,2022-08-02,계양,하차,2730
1,2022-08-03,계양,승차,2779
1,2022-08-03,계양,하차,2759
1,2022-08-04,계양,승차,3121
1,2022-08-04,계양,하차,2979
1,2022-08-05,계양,승차,3141
1,2022-08-05,계양,하차,3049
1,2022-08-06,계양,승차,2436
1,2022-08-06,계양,하차,2730
1,2022-08-07,계양,승차,1745
1,2022-08-07,계양,하차,2149
1,2022-08-08,계양,승차,2675
1,2022-08-08,계양,하차,2636
1,2022-08-09,계양,승차,2636
1,2022-08-09,계양,하차,2619
1,2022-08-10,계양,승차,3116
1,2022-08-10,계양,하차,2948
1,2022-08-11,계양,승차,2951
1,2022-08-11,계양,하차,2921
1,2022-08-12,계양,승차,3326
1,2022-08-12,계양,하차,3266
1,2022-08-13,계양,승차,2180
1,2022-08-13,계양,하차,2433
1,2022-08-14,계양,승차,1861
1,2022-08-14,계양,하차,2084
1,2022-08-15,계양,승차,1814
1,2022-08-15,계양,하차,1995
1,2022-08-16,계양,승차,3071
1,2022-08-16,계양,하차,3095
1,2022-08-17,계양,승차,3228
1,2022-08-17,계양,하차,3101
1,2022-08-18,계양,승차,3271
1,2022-08-18,계양,하차,3259
1,2022-08-19,계양,승차,3287
1,2022-08-19,계양,하차,3195
1,2022-08-20,계양,승차,2575
1,2022-08-20,계양,하차,2777
1,2022-08-21,계양,승차,1881
1,2022-08-21,계양,하차,2249
1,2022-08-22,계양,승차,3260
1,2022-08-22,계양,하차,3170
1,2022-08-23,계양,승차,3240
1,2022-08-23,계양,하차,3247
1,2022-08-24,계양,승차,3431
1,2022-08-24,계양,하차,3314
1,2022-08-25,계양,승차,3387
1,2022-08-25,계양,하차,3226
1,2022-08-26,계양,승차,3482
1,2022-08-26,계양,하차,3493
1,2022-08-27,계양,승차,2817
1,2022-08-27,계양,하차,3095
1,2022-08-28,계양,승차,2214
1,2022-08-28,계양,하차,2522
1,2022-08-29,계양,승차,3502
1,2022-08-29,계양,하차,3334
1,2022-08-30,계양,승차,3197
1,2022-08-30,계양,하차,3122
1,2022-08-31,계양,승차,3640
1,2022-08-31,계양,하차,3456
1,2022-09-01,계양,승차,3724
1,2022-09-01,계양,하차,3572
1,2022-09-02,계양,승차,3825
1,2022-09-02,계양,하차,3732
1,2022-09-03,계양,승차,3048
1,2022-09-03,계양,하차,3190
1,2022-09-04,계양,승차,1629
1,2022-09-04,계양,하차,1747
1,2022-09-05,계양,승차,3063
1,2022-09-05,계양,하차,2926
1,2022-09-06,계양,승차,3189
1,2022-09-06,계양,하차,3120
1,2022-09-07,계양,승차,3719
1,2022-09-07,계양,하차,3600
1,2022-09-08,계양,승차,3665
1,2022-09-08,계양,하차,3726
1,2022-09-09,계양,승차,1831
1,2022-09-09,계양,하차,2170
1,2022-09-10,계양,승차,1491
1,2022-09-10,계양,하차,1721
1,2022-09-11,계양,승차,1957
1,2022-09-11,계양,하차,2185
1,2022-09-12,계양,승차,2301
1,2022-09-12,계양,하차,2475
1,2022-09-13,계양,승차,3638
1,2022-09-13,계양,하차,3366
1,2022-09-14,계양,승차,3676
1,2022-09-14,계양,하차,3542
1,2022-09-15,계양,승차,3783
1,2022-09-15,계양,하차,3650
1,2022-09-16,계양,승차,3739
1,2022-09-16,계양,하차,3721
1,2022-09-17,계양,승차,2941
1,2022-09-17,계양,하차,3209
1,2022-09-18,계양,승차,2233
1,2022-09-18,계양,하차,2532
1,2022-09-19,계양,승차,3762
1,2022-09-19,계양,하차,3626
1,2022-09-20,계양,승차,3858
1,2022-09-20,계양,하차,3764
1,2022-09-21,계양,승차,3827
1,2022-09-21,계양,하차,3724
1,2022-09-22,계양,승차,3983
1,2022-09-22,계양,하차,3868
1,2022-09-23,계양,승차,3925
1,2022-09-23,계양,하차,3835
1,2022-09-24,계양,승차,3053
1,2022-09-24,계양,하차,3406
1,2022-09-25,계양,승차,2328
1,2022-09-25,계양,하차,2653
1,2022-09-26,계양,승차,3808
1,2022-09-26,계양,하차,3675
1,2022-09-27,계양,승차,3987
1,2022-09-27,계양,하차,3877
1,2022-09-28,계양,승차,3852
1,2022-09-28,계양,하차,3762
1,2022-09-29,계양,승차,3915
1,2022-09-29,계양,하차,3853
1,2022-09-30,계양,승차,4056
1,2022-09-30,계양,하차,3944
1,2022-10-01,계양,승차,3063
1,2022-10-01,계양,하차,3407
1,2022-10-02,계양,승차,1996
1,2022-10-02,계양,하차,2357
1,2022-10-03,계양,승차,1576
1,2022-10-03,계양,하차,1719
1,2022-10-04,계양,승차,3810
1,2022-10-04,계양,하차,3736
1,2022-10-05,계양,승차,3986
1,2022-10-05,계양,하차,3811
1,2022-10-06,계양,승차,3986
1,2022-10-06,계양,하차,3831
1,2022-10-07,계양,승차,3998
1,2022-10-07,계양,하차,4022
1,2022-10-08,계양,승차,3062
1,2022-10-08,계양,하차,3455
1,2022-10-09,계양,승차,1687
1,2022-10-09,계양,하차,1996
1,2022-10-10,계양,승차,1956
1,2022-10-10,계양,하차,2147
1,2022-10-11,계양,승차,3896
1,2022-10-11,계양,하차,3846
1,2022-10-12,계양,승차,3921
1,2022-10-12,계양,하차,3881
1,2022-10-13,계양,승차,3990
1,2022-10-13,계양,하차,3801
1,2022-10-14,계양,승차,4098
1,2022-10-14,계양,하차,4031
1,2022-10-15,계양,승차,3160
1,2022-10-15,계양,하차,3409
1,2022-10-16,계양,승차,2208
1,2022-10-16,계양,하차,2548
1,2022-10-17,계양,승차,3717
1,2022-10-17,계양,하차,3577
1,2022-10-18,계양,승차,3908
1,2022-10-18,계양,하차,3816
1,2022-10-19,계양,승차,3893
1,2022-10-19,계양,하차,3801
1,2022-10-20,계양,승차,3866
1,2022-10-20,계양,하차,3841
1,2022-10-21,계양,승차,3921
1,2022-10-21,계양,하차,3752
1,2022-10-22,계양,승차,3117
1,2022-10-22,계양,하차,3527
1,2022-10-23,계양,승차,2078
1,2022-10-23,계양,하차,2519
1,2022-10-24,계양,승차,3840
1,2022-10-24,계양,하차,3598
1,2022-10-25,계양,승차,3822
1,2022-10-25,계양,하차,3844
1,2022-10-26,계양,승차,3964
1,2022-10-26,계양,하차,3783
1,2022-10-27,계양,승차,3949
1,2022-10-27,계양,하차,3878
1,2022-10-28,계양,승차,3967
1,2022-10-28,계양,하차,3827
1,2022-10-29,계양,승차,3021
1,2022-10-29,계양,하차,3343
1,2022-10-30,계양,승차,2247
1,2022-10-30,계양,하차,2558
1,2022-10-31,계양,승차,3833
1,2022-10-31,계양,하차,3605
1,2022-11-01,계양,승차,3926
1,2022-11-01,계양,하차,3820
1,2022-11-02,계양,승차,3916
1,2022-11-02,계양,하차,3775
1,2022-11-03,계양,승차,3897
1,2022-11-03,계양,하차,3771
1,2022-11-04,계양,승차,3858
1,2022-11-04,계양,하차,3925
1,2022-11-05,계양,승차,2972
1,2022-11-05,계양,하차,3220
1,2022-11-06,계양,승차,2027
1,2022-11-06,계양,하차,2386
1,2022-11-07,계양,승차,3924
1,2022-11-07,계양,하차,3779
1,2022-11-08,계양,승차,3939
1,2022-11-08,계양,하차,3853
1,2022-11-09,계양,승차,3880
1,2022-11-09,계양,하차,3673
1,2022-11-10,계양,승차,3887
1,2022-11-10,계양,하차,3722
1,2022-11-11,계양,승차,3916
1,2022-11-11,계양,하차,3857
1,2022-11-12,계양,승차,2708
1,2022-11-12,계양,하차,2818
1,2022-11-13,계양,승차,1929
1,2022-11-13,계양,하차,2224
1,2022-11-14,계양,승차,3763
1,2022-11-14,계양,하차,3509
1,2022-11-15,계양,승차,3794
1,2022-11-15,계양,하차,3666
1,2022-11-16,계양,승차,3840
1,2022-11-16,계양,하차,3760
1,2022-11-17,계양,승차,3885
1,2022-11-17,계양,하차,3735
1,2022-11-18,계양,승차,3897
1,2022-11-18,계양,하차,3806
1,2022-11-19,계양,승차,2830
1,2022-11-19,계양,하차,3013
1,2022-11-20,계양,승차,2093
1,2022-11-20,계양,하차,2408
1,2022-11-21,계양,승차,3850
1,2022-11-21,계양,하차,3632
1,2022-11-22,계양,승차,3797
1,2022-11-22,계양,하차,3611
1,2022-11-23,계양,승차,3821
1,2022-11-23,계양,하차,3658
1,2022-11-24,계양,승차,3948
1,2022-11-24,계양,하차,3795
1,2022-11-25,계양,승차,3921
1,2022-11-25,계양,하차,3798
1,2022-11-26,계양,승차,2808
1,2022-11-26,계양,하차,3108
1,2022-11-27,계양,승차,1841
1,2022-11-27,계양,하차,2220
1,2022-11-28,계양,승차,3570
1,2022-11-28,계양,하차,3380
1,2022-11-29,계양,승차,3825
1,2022-11-29,계양,하차,3723
1,2022-11-30,계양,승차,3595
1,2022-11-30,계양,하차,3443
1,2022-12-01,계양,승차,3647
1,2022-12-01,계양,하차,3548
1,2022-12-02,계양,승차,3743
1,2022-12-02,계양,하차,3578
1,2022-12-03,계양,승차,2804
1,2022-12-03,계양,하차,2921
1,2022-12-04,계양,승차,1769
1,2022-12-04,계양,하차,1995
1,2022-12-05,계양,승차,3693
1,2022-12-05,계양,하차,3536
1,2022-12-06,계양,승차,3728
1,2022-12-06,계양,하차,3667
1,2022-12-07,계양,승차,3835
1,2022-12-07,계양,하차,3738
1,2022-12-08,계양,승차,3881
1,2022-12-08,계양,하차,3740
1,2022-12-09,계양,승차,3993
1,2022-12-09,계양,하차,3826
1,2022-12-10,계양,승차,2971
1,2022-12-10,계양,하차,3110
1,2022-12-11,계양,승차,1927
1,2022-12-11,계양,하차,2254
1,2022-12-12,계양,승차,3701
1,2022-12-12,계양,하차,3602
1,2022-12-13,계양,승차,3984
1,2022-12-13,계양,하차,3788
1,2022-12-14,계양,승차,3709
1,2022-12-14,계양,하차,3592
1,2022-12-15,계양,승차,3898
1,2022-12-15,계양,하차,3733
1,2022-12-16,계양,승차,3920
1,2022-12-16,계양,하차,3724
1,2022-12-17,계양,승차,2953
1,2022-12-17,계양,하차,3134
1,2022-12-18,계양,승차,1764
1,2022-12-18,계양,하차,2022
1,2022-12-19,계양,승차,3459
1,2022-12-19,계양,하차,3401
1,2022-12-20,계양,승차,3734
1,2022-12-20,계양,하차,3751
1,2022-12-21,계양,승차,3990
1,2022-12-21,계양,하차,3809
1,2022-12-22,계양,승차,3694
1,2022-12-22,계양,하차,3704
1,2022-12-23,계양,승차,3503
1,2022-12-23,계양,하차,3420
1,2022-12-24,계양,승차,2304
1,2022-12-24,계양,하차,2433
1,2022-12-25,계양,승차,1757
1,2022-12-25,계양,하차,2092
1,2022-12-26,계양,승차,3389
1,2022-12-26,계양,하차,3349
1,2022-12-27,계양,승차,3570
1,2022-12-27,계양,하차,3563
1,2022-12-28,계양,승차,3589
1,2022-12-28,계양,하차,3444
1,2022-12-29,계양,승차,3562
1,2022-12-29,계양,하차,3436
1,2022-12-30,계양,승차,3631
1,2022-12-30,계양,하차,3484
1,2022-12-31,계양,승차,2205
1,2022-12-31,계양,하차,2280
1,2023-01-01,계양,승차,1400
1,2023-01-01,계양,하차,1773
1,2023-01-02,계양,승차,3252
1,2023-01-02,계양,하차,3253
1,2023-01-03,계양,승차,3398
1,2023-01-03,계양,하차,3361
1,2023-01-04,계양,승차,3531
1,2023-01-04,계양,하차,3412
1,2023-01-05,계양,승차,3488
1,2023-01-05,계양,하차,3395
1,2023-01-06,계양,승차,3708
1,2023-01-06,계양,하차,3540
1,2023-01-07,계양,승차,2529
1,2023-01-07,계양,하차,2742
1,2023-01-08,계양,승차,1772
1,2023-01-08,계양,하차,2112
1,2023-01-09,계양,승차,3531
1,2023-01-09,계양,하차,3460
1,2023-01-10,계양,승차,3612
1,2023-01-10,계양,하차,3524
1,2023-01-11,계양,승차,3670
1,2023-01-11,계양,하차,3480
1,2023-01-12,계양,승차,3637
1,2023-01-12,계양,하차,3519
1,2023-01-13,계양,승차,3473
1,2023-01-13,계양,하차,3371
1,2023-01-14,계양,승차,2470
1,2023-01-14,계양,하차,2582
1,2023-01-15,계양,승차,1693
1,2023-01-15,계양,하차,2015
1,2023-01-16,계양,승차,3428
1,2023-01-16,계양,하차,3384
1,2023-01-17,계양,승차,3614
1,2023-01-17,계양,하차,3430
1,2023-01-18,계양,승차,3632
1,2023-01-18,계양,하차,3405
1,2023-01-19,계양,승차,3634
1,2023-01-19,계양,하차,3502
1,2023-01-20,계양,승차,3441
1,2023-01-20,계양,하차,3259
1,2023-01-21,계양,승차,1471
1,2023-01-21,계양,하차,1671
1,2023-01-22,계양,승차,1122
1,2023-01-22,계양,하차,1425
1,2023-01-23,계양,승차,1722
1,2023-01-23,계양,하차,1879
1,2023-01-24,계양,승차,1204
1,2023-01-24,계양,하차,1493
1,2023-01-25,계양,승차,2972
1,2023-01-25,계양,하차,2981
1,2023-01-26,계양,승차,3753
1,2023-01-26,계양,하차,3621
1,2023-01-27,계양,승차,3501
1,2023-01-27,계양,하차,3370
1,2023-01-28,계양,승차,2479
1,2023-01-28,계양,하차,2729
1,2023-01-29,계양,승차,1701
1,2023-01-29,계양,하차,1954
1,2023-01-30,계양,승차,3536
1,2023-01-30,계양,하차,3532
1,2023-01-31,계양,승차,3636
1,2023-01-31,계양,하차,3484
1,2023-02-01,계양,승차,3589
1,2023-02-01,계양,하차,3507
1,2023-02-02,계양,승차,3576
1,2023-02-02,계양,하차,3528
1,2023-02-03,계양,승차,3734
1,2023-02-03,계양,하차,3595
1,2023-02-04,계양,승차,2775
1,2023-02-04,계양,하차,2987
1,2023-02-05,계양,승차,1909
1,2023-02-05,계양,하차,2156
1,2023-02-06,계양,승차,3543
1,2023-02-06,계양,하차,3542
1,2023-02-07,계양,승차,3606
1,2023-02-07,계양,하차,3588
1,2023-02-08,계양,승차,3686
1,2023-02-08,계양,하차,3677
1,2023-02-09,계양,승차,3668
1,2023-02-09,계양,하차,3534
1,2023-02-10,계양,승차,3762
1,2023-02-10,계양,하차,3679
1,2023-02-11,계양,승차,2854
1,2023-02-11,계양,하차,3178
1,2023-02-12,계양,승차,1987
1,2023-02-12,계양,하차,2411
1,2023-02-13,계양,승차,3670
1,2023-02-13,계양,하차,3603
1,2023-02-14,계양,승차,3694
1,2023-02-14,계양,하차,3678
1,2023-02-15,계양,승차,3808
1,2023-02-15,계양,하차,3748
1,2023-02-16,계양,승차,3726
1,2023-02-16,계양,하차,3590
1,2023-02-17,계양,승차,4018
1,2023-02-17,계양,하차,3863
1,2023-02-18,계양,승차,2666
1,2023-02-18,계양,하차,2952
1,2023-02-19,계양,승차,1963
1,2023-02-19,계양,하차,2346
1,2023-02-20,계양,승차,3667
1,2023-02-20,계양,하차,3591
1,2023-02-21,계양,승차,3716
1,2023-02-21,계양,하차,3575
1,2023-02-22,계양,승차,3816
1,2023-02-22,계양,하차,3698
1,2023-02-23,계양,승차,3858
1,2023-02-23,계양,하차,3752
1,2023-02-24,계양,승차,3861
1,2023-02-24,계양,하차,3790
1,2023-02-25,계양,승차,2923
1,2023-02-25,계양,하차,3241
1,2023-02-26,계양,승차,1986
1,2023-02-26,계양,하차,2370
1,2023-02-27,계양,승차,3705
1,2023-02-27,계양,하차,3710
1,2023-02-28,계양,승차,3852
1,2023-02-28,계양,하차,3806
1,2023-03-01,계양,승차,2262
1,2023-03-01,계양,하차,2635
1,2023-03-02,계양,승차,3806
1,2023-03-02,계양,하차,3829
1,2023-03-03,계양,승차,4068
1,2023-03-03,계양,하차,4045
1,2023-03-04,계양,승차,2941
1,2023-03-04,계양,하차,3243
1,2023-03-05,계양,승차,2129
1,2023-03-05,계양,하차,2419
1,2023-03-06,계양,승차,4117
1,2023-03-06,계양,하차,3936
1,2023-03-07,계양,승차,4152
1,2023-03-07,계양,하차,4028
1,2023-03-08,계양,승차,4095
1,2023-03-08,계양,하차,4055
1,2023-03-09,계양,승차,4170
1,2023-03-09,계양,하차,4067
1,2023-03-10,계양,승차,4299
1,2023-03-10,계양,하차,4117
1,2023-03-11,계양,승차,3223
1,2023-03-11,계양,하차,3401
1,2023-03-12,계양,승차,1681
1,2023-03-12,계양,하차,1970
1,2023-03-13,계양,승차,3974
1,2023-03-13,계양,하차,3910
1,2023-03-14,계양,승차,4100
1,2023-03-14,계양,하차,4052
1,2023-03-15,계양,승차,4104
1,2023-03-15,계양,하차,3935
1,2023-03-16,계양,승차,4137
1,2023-03-16,계양,하차,4060
1,2023-03-17,계양,승차,4210
1,2023-03-17,계양,하차,4240
1,2023-03-18,계양,승차,3151
1,2023-03-18,계양,하차,3477
1,2023-03-19,계양,승차,2350
1,2023-03-19,계양,하차,2604
1,2023-03-20,계양,승차,4189
1,2023-03-20,계양,하차,3952
1,2023-03-21,계양,승차,4202
1,2023-03-21,계양,하차,4060
1,2023-03-22,계양,승차,4183
1,2023-03-22,계양,하차,4069
1,2023-03-23,계양,승차,4094
1,2023-03-23,계양,하차,4028
1,2023-03-24,계양,승차,4266
1,2023-03-24,계양,하차,4312
1,2023-03-25,계양,승차,3252
1,2023-03-25,계양,하차,3629
1,2023-03-26,계양,승차,2454
1,2023-03-26,계양,하차,2734
1,2023-03-27,계양,승차,4251
1,2023-03-27,계양,하차,4049
1,2023-03-28,계양,승차,4236
1,2023-03-28,계양,하차,4058
1,2023-03-29,계양,승차,4370
1,2023-03-29,계양,하차,4136
1,2023-03-30,계양,승차,4357
1,2023-03-30,계양,하차,4149
1,2023-03-31,계양,승차,4472
1,2023-03-31,계양,하차,4370
1,2023-04-01,계양,승차,3461
1,2023-04-01,계양,하차,3950
1,2023-04-02,계양,승차,2490
1,2023-04-02,계양,하차,2916
1,2023-04-03,계양,승차,4266
1,2023-04-03,계양,하차,4003
1,2023-04-04,계양,승차,4319
1,2023-04-04,계양,하차,4126
1,2023-04-05,계양,승차,3800
1,2023-04-05,계양,하차,3666
1,2023-04-06,계양,승차,4097
1,2023-04-06,계양,하차,3957
1,2023-04-07,계양,승차,4282
1,2023-04-07,계양,하차,4238
1,2023-04-08,계양,승차,3191
1,2023-04-08,계양,하차,3412
1,2023-04-09,계양,승차,2361
1,2023-04-09,계양,하차,2667
1,2023-04-10,계양,승차,4284
1,2023-04-10,계양,하차,4036
1,2023-04-11,계양,승차,3943
1,2023-04-11,계양,하차,3743
1,2023-04-12,계양,승차,4323
1,2023-04-12,계양,하차,4198
1,2023-04-13,계양,승차,4251
1,2023-04-13,계양,하차,4118
1,2023-04-14,계양,승차,4376
1,2023-04-14,계양,하차,4196
1,2023-04-15,계양,승차,2952
1,2023-04-15,계양,하차,3166
1,2023-04-16,계양,승차,2285
1,2023-04-16,계양,하차,2686
1,2023-04-17,계양,승차,4323
1,2023-04-17,계양,하차,4060
1,2023-04-18,계양,승차,3924
1,2023-04-18,계양,하차,3803
1,2023-04-19,계양,승차,4465
1,2023-04-19,계양,하차,4126
1,2023-04-20,계양,승차,4238
1,2023-04-20,계양,하차,4223
1,2023-04-21,계양,승차,4369
1,2023-04-21,계양,하차,4372
1,2023-04-22,계양,승차,3262
1,2023-04-22,계양,하차,3519
1,2023-04-23,계양,승차,2390
1,2023-04-23,계양,하차,2740
1,2023-04-24,계양,승차,4225
1,2023-04-24,계양,하차,4006
1,2023-04-25,계양,승차,4087
1,2023-04-25,계양,하차,3909
1,2023-04-26,계양,승차,4180
1,2023-04-26,계양,하차,4069
1,2023-04-27,계양,승차,4362
1,2023-04-27,계양,하차,4270
1,2023-04-28,계양,승차,4424
1,2023-04-28,계양,하차,4280
1,2023-04-29,계양,승차,2713
1,2023-04-29,계양,하차,3018
1,2023-04-30,계양,승차,2567
1,2023-04-30,계양,하차,2877
1,2023-05-01,계양,승차,3010
1,2023-05-01,계양,하차,3113
1,2023-05-02,계양,승차,4309
1,2023-05-02,계양,하차,4250
1,2023-05-03,계양,승차,4309
1,2023-05-03,계양,하차,4114
1,2023-05-04,계양,승차,4421
1,2023-05-04,계양,하차,4352
1,2023-05-05,계양,승차,1843
1,2023-05-05,계양,하차,2127
1,2023-05-06,계양,승차,2147
1,2023-05-06,계양,하차,2474
1,2023-05-07,계양,승차,2274
1,2023-05-07,계양,하차,2508
1,2023-05-08,계양,승차,4263
1,2023-05-08,계양,하차,4047
1,2023-05-09,계양,승차,4312
1,2023-05-09,계양,하차,4129
1,2023-05-10,계양,승차,4436
1,2023-05-10,계양,하차,4195
1,2023-05-11,계양,승차,4319
1,2023-05-11,계양,하차,4184
1,2023-05-12,계양,승차,4599
1,2023-05-12,계양,하차,4438
1,2023-05-13,계양,승차,3580
1,2023-05-13,계양,하차,3793
1,2023-05-14,계양,승차,2511
1,2023-05-14,계양,하차,2878
1,2023-05-15,계양,승차,4317
1,2023-05-15,계양,하차,4086
1,2023-05-16,계양,승차,4534
1,2023-05-16,계양,하차,4269
1,2023-05-17,계양,승차,4285
1,2023-05-17,계양,하차,4104
1,2023-05-18,계양,승차,4177
1,2023-05-18,계양,하차,4021
1,2023-05-19,계양,승차,4306
1,2023-05-19,계양,하차,4231
1,2023-05-20,계양,승차,3357
1,2023-05-20,계양,하차,3712
1,2023-05-21,계양,승차,2400
1,2023-05-21,계양,하차,2743
1,2023-05-22,계양,승차,4284
1,2023-05-22,계양,하차,4002
1,2023-05-23,계양,승차,4361
1,2023-05-23,계양,하차,4068
1,2023-05-24,계양,승차,4308
1,2023-05-24,계양,하차,4153
1,2023-05-25,계양,승차,4432
1,2023-05-25,계양,하차,4504
1,2023-05-26,계양,승차,4394
1,2023-05-26,계양,하차,4204
1,2023-05-27,계양,승차,2323
1,2023-05-27,계양,하차,2630
1,2023-05-28,계양,승차,1595
1,2023-05-28,계양,하차,2005
1,2023-05-29,계양,승차,2493
1,2023-05-29,계양,하차,2612
1,2023-05-30,계양,승차,4383
1,2023-05-30,계양,하차,4144
1,2023-05-31,계양,승차,4342
1,2023-05-31,계양,하차,4057
1,2023-06-01,계양,승차,4331
1,2023-06-01,계양,하차,4166
1,2023-06-02,계양,승차,4312
1,2023-06-02,계양,하차,4155
1,2023-06-03,계양,승차,3188
1,2023-06-03,계양,하차,3493
1,2023-06-04,계양,승차,2407
1,2023-06-04,계양,하차,2741
1,2023-06-05,계양,승차,3831
1,2023-06-05,계양,하차,3683
1,2023-06-06,계양,승차,2942
1,2023-06-06,계양,하차,2935
1,2023-06-07,계양,승차,4140
1,2023-06-07,계양,하차,4079
1,2023-06-08,계양,승차,4138
1,2023-06-08,계양,하차,4022
1,2023-06-09,계양,승차,4267
1,2023-06-09,계양,하차,4176
1,2023-06-10,계양,승차,2916
1,2023-06-10,계양,하차,3227
1,2023-06-11,계양,승차,2102
1,2023-06-11,계양,하차,2548
1,2023-06-12,계양,승차,4065
1,2023-06-12,계양,하차,3970
1,2023-06-13,계양,승차,4260
1,2023-06-13,계양,하차,4048
1,2023-06-14,계양,승차,4094
1,2023-06-14,계양,하차,4020
1,2023-06-15,계양,승차,4067
1,2023-06-15,계양,하차,4102
1,2023-06-16,계양,승차,4393
1,2023-06-16,계양,하차,4257
1,2023-06-17,계양,승차,3428
1,2023-06-17,계양,하차,3757
1,2023-06-18,계양,승차,2303
1,2023-06-18,계양,하차,2669
1,2023-06-19,계양,승차,3893
1,2023-06-19,계양,하차,3879
1,2023-06-20,계양,승차,4140
1,2023-06-20,계양,하차,3953
1,2023-06-21,계양,승차,3866
1,2023-06-21,계양,하차,3824
1,2023-06-22,계양,승차,3980
1,2023-06-22,계양,하차,3931
1,2023-06-23,계양,승차,4133
1,2023-06-23,계양,하차,4112
1,2023-06-24,계양,승차,3201
1,2023-06-24,계양,하차,3512
1,2023-06-25,계양,승차,2290
1,2023-06-25,계양,하차,2707
1,2023-06-26,계양,승차,3652
1,2023-06-26,계양,하차,3534
1,2023-06-27,계양,승차,3783
1,2023-06-27,계양,하차,3928
1,2023-06-28,계양,승차,3778
1,2023-06-28,계양,하차,3970
1,2023-06-29,계양,승차,3349
1,2023-06-29,계양,하차,3532
1,2023-06-30,계양,승차,4805
1,2023-06-30,계양,하차,4048
1,2022-07-01,귤현,승차,1337
1,2022-07-01,귤현,하차,1659
1,2022-07-02,귤현,승차,970
1,2022-07-02,귤현,하차,1094
1,2022-07-03,귤현,승차,660
1,2022-07-03,귤현,하차,737
1,2022-07-04,귤현,승차,1251
1,2022-07-04,귤현,하차,1615
1,2022-07-05,귤현,승차,1243
1,2022-07-05,귤현,하차,1581
1,2022-07-06,귤현,승차,1281
1,2022-07-06,귤현,하차,1613
1,2022-07-07,귤현,승차,1248
1,2022-07-07,귤현,하차,1563
1,2022-07-08,귤현,승차,1269
1,2022-07-08,귤현,하차,1634
1,2022-07-09,귤현,승차,912
1,2022-07-09,귤현,하차,1031
1,2022-07-10,귤현,승차,698
1,2022-07-10,귤현,하차,766
1,2022-07-11,귤현,승차,1223
1,2022-07-11,귤현,하차,1542
1,2022-07-12,귤현,승차,1302
1,2022-07-12,귤현,하차,1621
1,2022-07-13,귤현,승차,1181
1,2022-07-13,귤현,하차,1462
1,2022-07-14,귤현,승차,1220
1,2022-07-14,귤현,하차,1621
1,2022-07-15,귤현,승차,1260
1,2022-07-15,귤현,하차,1612
1,2022-07-16,귤현,승차,968
1,2022-07-16,귤현,하차,1033
1,2022-07-17,귤현,승차,703
1,2022-07-17,귤현,하차,745
1,2022-07-18,귤현,승차,1227
1,2022-07-18,귤현,하차,1541
1,2022-07-19,귤현,승차,1241
1,2022-07-19,귤현,하차,1594
1,2022-07-20,귤현,승차,1134
1,2022-07-20,귤현,하차,1529
1,2022-07-21,귤현,승차,1161
1,2022-07-21,귤현,하차,1509
1,2022-07-22,귤현,승차,1248
1,2022-07-22,귤현,하차,1599
