호선,통행일자,역명,구분,이용인원
1,2022-12-01,지식정보단지,하차,5304
1,2022-12-02,지식정보단지,승차,4984
1,2022-12-02,지식정보단지,하차,5202
1,2022-12-03,지식정보단지,승차,2138
1,2022-12-03,지식정보단지,하차,2075
1,2022-12-04,지식정보단지,승차,1501
1,2022-12-04,지식정보단지,하차,1568
1,2022-12-05,지식정보단지,승차,5058
1,2022-12-05,지식정보단지,하차,5280
1,2022-12-06,지식정보단지,승차,5072
1,2022-12-06,지식정보단지,하차,5527
1,2022-12-07,지식정보단지,승차,5112
1,2022-12-07,지식정보단지,하차,5460
1,2022-12-08,지식정보단지,승차,5137
1,2022-12-08,지식정보단지,하차,5389
1,2022-12-09,지식정보단지,승차,5037
1,2022-12-09,지식정보단지,하차,5287
1,2022-12-10,지식정보단지,승차,2295
1,2022-12-10,지식정보단지,하차,2159
1,2022-12-11,지식정보단지,승차,1550
1,2022-12-11,지식정보단지,하차,1600
1,2022-12-12,지식정보단지,승차,4766
1,2022-12-12,지식정보단지,하차,5117
1,2022-12-13,지식정보단지,승차,5156
1,2022-12-13,지식정보단지,하차,5582
1,2022-12-14,지식정보단지,승차,4979
1,2022-12-14,지식정보단지,하차,5299
1,2022-12-15,지식정보단지,승차,5260
1,2022-12-15,지식정보단지,하차,5420
1,2022-12-16,지식정보단지,승차,5039
1,2022-12-16,지식정보단지,하차,5336
1,2022-12-17,지식정보단지,승차,2462
1,2022-12-17,지식정보단지,하차,2331
1,2022-12-18,지식정보단지,승차,1445
1,2022-12-18,지식정보단지,하차,1509
1,2022-12-19,지식정보단지,승차,4683
1,2022-12-19,지식정보단지,하차,5000
1,2022-12-20,지식정보단지,승차,4814
1,2022-12-20,지식정보단지,하차,5112
1,2022-12-21,지식정보단지,승차,5359
1,2022-12-21,지식정보단지,하차,5652
1,2022-12-22,지식정보단지,승차,4897
1,2022-12-22,지식정보단지,하차,5264
1,2022-12-23,지식정보단지,승차,4555
1,2022-12-23,지식정보단지,하차,4675
1,2022-12-24,지식정보단지,승차,1976
1,2022-12-24,지식정보단지,하차,1871
1,2022-12-25,지식정보단지,승차,1595
1,2022-12-25,지식정보단지,하차,1579
1,2022-12-26,지식정보단지,승차,4485
1,2022-12-26,지식정보단지,하차,4709
1,2022-12-27,지식정보단지,승차,4634
1,2022-12-27,지식정보단지,하차,4841
1,2022-12-28,지식정보단지,승차,4592
1,2022-12-28,지식정보단지,하차,4833
1,2022-12-29,지식정보단지,승차,4397
1,2022-12-29,지식정보단지,하차,4614
1,2022-12-30,지식정보단지,승차,4088
1,2022-12-30,지식정보단지,하차,4072
1,2022-12-31,지식정보단지,승차,1705
1,2022-12-31,지식정보단지,하차,1664
1,2023-01-01,지식정보단지,승차,1263
1,2023-01-01,지식정보단지,하차,1401
1,2023-01-02,지식정보단지,승차,4294
1,2023-01-02,지식정보단지,하차,4530
1,2023-01-03,지식정보단지,승차,4466
1,2023-01-03,지식정보단지,하차,4790
1,2023-01-04,지식정보단지,승차,4585
1,2023-01-04,지식정보단지,하차,4856
1,2023-01-05,지식정보단지,승차,4792
1,2023-01-05,지식정보단지,하차,5012
1,2023-01-06,지식정보단지,승차,4737
1,2023-01-06,지식정보단지,하차,4914
1,2023-01-07,지식정보단지,승차,1998
1,2023-01-07,지식정보단지,하차,1948
1,2023-01-08,지식정보단지,승차,1536
1,2023-01-08,지식정보단지,하차,1452
1,2023-01-09,지식정보단지,승차,4550
1,2023-01-09,지식정보단지,하차,4838
1,2023-01-10,지식정보단지,승차,4635
1,2023-01-10,지식정보단지,하차,4924
1,2023-01-11,지식정보단지,승차,4694
1,2023-01-11,지식정보단지,하차,4994
1,2023-01-12,지식정보단지,승차,4785
1,2023-01-12,지식정보단지,하차,5064
1,2023-01-13,지식정보단지,승차,4602
1,2023-01-13,지식정보단지,하차,4776
1,2023-01-14,지식정보단지,승차,2075
1,2023-01-14,지식정보단지,하차,1992
1,2023-01-15,지식정보단지,승차,1503
1,2023-01-15,지식정보단지,하차,1527
1,2023-01-16,지식정보단지,승차,4466
1,2023-01-16,지식정보단지,하차,4857
1,2023-01-17,지식정보단지,승차,4744
1,2023-01-17,지식정보단지,하차,4939
1,2023-01-18,지식정보단지,승차,4642
1,2023-01-18,지식정보단지,하차,4987
1,2023-01-19,지식정보단지,승차,4595
1,2023-01-19,지식정보단지,하차,4874
1,2023-01-20,지식정보단지,승차,4179
1,2023-01-20,지식정보단지,하차,4336
1,2023-01-21,지식정보단지,승차,1170
1,2023-01-21,지식정보단지,하차,1051
1,2023-01-22,지식정보단지,승차,878
1,2023-01-22,지식정보단지,하차,828
1,2023-01-23,지식정보단지,승차,1108
1,2023-01-23,지식정보단지,하차,1158
1,2023-01-24,지식정보단지,승차,1036
1,2023-01-24,지식정보단지,하차,1253
1,2023-01-25,지식정보단지,승차,3771
1,2023-01-25,지식정보단지,하차,4021
1,2023-01-26,지식정보단지,승차,5384
1,2023-01-26,지식정보단지,하차,5724
1,2023-01-27,지식정보단지,승차,4634
1,2023-01-27,지식정보단지,하차,4863
1,2023-01-28,지식정보단지,승차,2054
1,2023-01-28,지식정보단지,하차,1943
1,2023-01-29,지식정보단지,승차,1552
1,2023-01-29,지식정보단지,하차,1532
1,2023-01-30,지식정보단지,승차,4452
1,2023-01-30,지식정보단지,하차,4827
1,2023-01-31,지식정보단지,승차,4673
1,2023-01-31,지식정보단지,하차,4919
1,2023-02-01,지식정보단지,승차,4742
1,2023-02-01,지식정보단지,하차,5033
1,2023-02-02,지식정보단지,승차,4605
1,2023-02-02,지식정보단지,하차,4896
1,2023-02-03,지식정보단지,승차,4851
1,2023-02-03,지식정보단지,하차,4983
1,2023-02-04,지식정보단지,승차,2176
1,2023-02-04,지식정보단지,하차,2066
1,2023-02-05,지식정보단지,승차,1475
1,2023-02-05,지식정보단지,하차,1535
1,2023-02-06,지식정보단지,승차,4628
1,2023-02-06,지식정보단지,하차,4867
1,2023-02-07,지식정보단지,승차,4718
1,2023-02-07,지식정보단지,하차,4967
1,2023-02-08,지식정보단지,승차,4887
1,2023-02-08,지식정보단지,하차,5119
1,2023-02-09,지식정보단지,승차,4733
1,2023-02-09,지식정보단지,하차,5058
1,2023-02-10,지식정보단지,승차,4729
1,2023-02-10,지식정보단지,하차,4864
1,2023-02-11,지식정보단지,승차,2177
1,2023-02-11,지식정보단지,하차,2022
1,2023-02-12,지식정보단지,승차,1478
1,2023-02-12,지식정보단지,하차,1487
1,2023-02-13,지식정보단지,승차,4635
1,2023-02-13,지식정보단지,하차,4970
1,2023-02-14,지식정보단지,승차,4836
1,2023-02-14,지식정보단지,하차,5074
1,2023-02-15,지식정보단지,승차,4949
1,2023-02-15,지식정보단지,하차,5101
1,2023-02-16,지식정보단지,승차,4699
1,2023-02-16,지식정보단지,하차,4976
1,2023-02-17,지식정보단지,승차,4914
1,2023-02-17,지식정보단지,하차,5065
1,2023-02-18,지식정보단지,승차,2175
1,2023-02-18,지식정보단지,하차,2032
1,2023-02-19,지식정보단지,승차,1518
1,2023-02-19,지식정보단지,하차,1559
1,2023-02-20,지식정보단지,승차,4627
1,2023-02-20,지식정보단지,하차,4979
1,2023-02-21,지식정보단지,승차,4820
1,2023-02-21,지식정보단지,하차,5083
1,2023-02-22,지식정보단지,승차,4755
1,2023-02-22,지식정보단지,하차,5034
1,2023-02-23,지식정보단지,승차,4901
1,2023-02-23,지식정보단지,하차,4985
1,2023-02-24,지식정보단지,승차,4764
1,2023-02-24,지식정보단지,하차,4892
1,2023-02-25,지식정보단지,승차,2193
1,2023-02-25,지식정보단지,하차,2089
1,2023-02-26,지식정보단지,승차,1548
1,2023-02-26,지식정보단지,하차,1509
1,2023-02-27,지식정보단지,승차,4553
1,2023-02-27,지식정보단지,하차,4886
1,2023-02-28,지식정보단지,승차,4709
1,2023-02-28,지식정보단지,하차,5050
1,2023-03-01,지식정보단지,승차,1868
1,2023-03-01,지식정보단지,하차,1947
1,2023-03-02,지식정보단지,승차,5137
1,2023-03-02,지식정보단지,하차,5453
1,2023-03-03,지식정보단지,승차,5209
1,2023-03-03,지식정보단지,하차,5369
1,2023-03-04,지식정보단지,승차,2056
1,2023-03-04,지식정보단지,하차,2021
1,2023-03-05,지식정보단지,승차,1427
1,2023-03-05,지식정보단지,하차,1485
1,2023-03-06,지식정보단지,승차,5266
1,2023-03-06,지식정보단지,하차,5549
1,2023-03-07,지식정보단지,승차,5197
1,2023-03-07,지식정보단지,하차,5657
1,2023-03-08,지식정보단지,승차,5271
1,2023-03-08,지식정보단지,하차,5681
1,2023-03-09,지식정보단지,승차,5365
1,2023-03-09,지식정보단지,하차,5606
1,2023-03-10,지식정보단지,승차,5335
1,2023-03-10,지식정보단지,하차,5446
1,2023-03-11,지식정보단지,승차,2230
1,2023-03-11,지식정보단지,하차,2061
1,2023-03-12,지식정보단지,승차,1361
1,2023-03-12,지식정보단지,하차,1414
1,2023-03-13,지식정보단지,승차,5141
1,2023-03-13,지식정보단지,하차,5449
1,2023-03-14,지식정보단지,승차,5250
1,2023-03-14,지식정보단지,하차,5527
1,2023-03-15,지식정보단지,승차,5326
1,2023-03-15,지식정보단지,하차,5584
1,2023-03-16,지식정보단지,승차,5159
1,2023-03-16,지식정보단지,하차,5653
1,2023-03-17,지식정보단지,승차,5216
1,2023-03-17,지식정보단지,하차,5365
1,2023-03-18,지식정보단지,승차,2220
1,2023-03-18,지식정보단지,하차,2111
1,2023-03-19,지식정보단지,승차,1435
1,2023-03-19,지식정보단지,하차,1466
1,2023-03-20,지식정보단지,승차,5272
1,2023-03-20,지식정보단지,하차,5607
1,2023-03-21,지식정보단지,승차,5314
1,2023-03-21,지식정보단지,하차,5757
1,2023-03-22,지식정보단지,승차,5259
1,2023-03-22,지식정보단지,하차,5625
1,2023-03-23,지식정보단지,승차,5298
1,2023-03-23,지식정보단지,하차,5697
1,2023-03-24,지식정보단지,승차,5222
1,2023-03-24,지식정보단지,하차,5467
1,2023-03-25,지식정보단지,승차,2303
1,2023-03-25,지식정보단지,하차,2225
1,2023-03-26,지식정보단지,승차,1573
1,2023-03-26,지식정보단지,하차,1665
1,2023-03-27,지식정보단지,승차,5279
1,2023-03-27,지식정보단지,하차,5518
1,2023-03-28,지식정보단지,승차,5304
1,2023-03-28,지식정보단지,하차,5601
1,2023-03-29,지식정보단지,승차,5283
1,2023-03-29,지식정보단지,하차,5576
1,2023-03-30,지식정보단지,승차,5264
1,2023-03-30,지식정보단지,하차,5593
1,2023-03-31,지식정보단지,승차,5300
1,2023-03-31,지식정보단지,하차,5389
1,2023-04-01,지식정보단지,승차,2302
1,2023-04-01,지식정보단지,하차,2127
1,2023-04-02,지식정보단지,승차,1663
1,2023-04-02,지식정보단지,하차,1646
1,2023-04-03,지식정보단지,승차,5226
1,2023-04-03,지식정보단지,하차,5590
1,2023-04-04,지식정보단지,승차,5252
1,2023-04-04,지식정보단지,하차,5625
1,2023-04-05,지식정보단지,승차,5144
1,2023-04-05,지식정보단지,하차,5382
1,2023-04-06,지식정보단지,승차,5184
1,2023-04-06,지식정보단지,하차,5558
1,2023-04-07,지식정보단지,승차,5301
1,2023-04-07,지식정보단지,하차,5432
1,2023-04-08,지식정보단지,승차,2297
1,2023-04-08,지식정보단지,하차,2089
1,2023-04-09,지식정보단지,승차,1556
1,2023-04-09,지식정보단지,하차,1582
1,2023-04-10,지식정보단지,승차,5210
1,2023-04-10,지식정보단지,하차,5599
1,2023-04-11,지식정보단지,승차,5225
1,2023-04-11,지식정보단지,하차,5501
1,2023-04-12,지식정보단지,승차,5425
1,2023-04-12,지식정보단지,하차,5713
1,2023-04-13,지식정보단지,승차,5375
1,2023-04-13,지식정보단지,하차,5684
1,2023-04-14,지식정보단지,승차,5407
1,2023-04-14,지식정보단지,하차,5439
1,2023-04-15,지식정보단지,승차,2183
1,2023-04-15,지식정보단지,하차,2098
1,2023-04-16,지식정보단지,승차,1500
1,2023-04-16,지식정보단지,하차,1539
1,2023-04-17,지식정보단지,승차,5245
1,2023-04-17,지식정보단지,하차,5635
1,2023-04-18,지식정보단지,승차,5172
1,2023-04-18,지식정보단지,하차,5567
1,2023-04-19,지식정보단지,승차,5231
1,2023-04-19,지식정보단지,하차,5618
1,2023-04-20,지식정보단지,승차,5177
1,2023-04-20,지식정보단지,하차,5498
1,2023-04-21,지식정보단지,승차,5330
1,2023-04-21,지식정보단지,하차,5403
1,2023-04-22,지식정보단지,승차,2279
1,2023-04-22,지식정보단지,하차,2174
1,2023-04-23,지식정보단지,승차,1499
1,2023-04-23,지식정보단지,하차,1542
1,2023-04-24,지식정보단지,승차,5063
1,2023-04-24,지식정보단지,하차,5373
1,2023-04-25,지식정보단지,승차,5155
1,2023-04-25,지식정보단지,하차,5458
1,2023-04-26,지식정보단지,승차,5291
1,2023-04-26,지식정보단지,하차,5561
1,2023-04-27,지식정보단지,승차,5245
1,2023-04-27,지식정보단지,하차,5582
1,2023-04-28,지식정보단지,승차,5333
1,2023-04-28,지식정보단지,하차,5512
1,2023-04-29,지식정보단지,승차,2133
1,2023-04-29,지식정보단지,하차,2003
1,2023-04-30,지식정보단지,승차,1708
1,2023-04-30,지식정보단지,하차,1676
1,2023-05-01,지식정보단지,승차,2779
1,2023-05-01,지식정보단지,하차,2803
1,2023-05-02,지식정보단지,승차,5485
1,2023-05-02,지식정보단지,하차,5716
1,2023-05-03,지식정보단지,승차,5446
1,2023-05-03,지식정보단지,하차,5707
1,2023-05-04,지식정보단지,승차,5463
1,2023-05-04,지식정보단지,하차,5671
1,2023-05-05,지식정보단지,승차,1731
1,2023-05-05,지식정보단지,하차,1631
1,2023-05-06,지식정보단지,승차,1636
1,2023-05-06,지식정보단지,하차,1622
1,2023-05-07,지식정보단지,승차,1490
1,2023-05-07,지식정보단지,하차,1543
1,2023-05-08,지식정보단지,승차,5310
1,2023-05-08,지식정보단지,하차,5480
1,2023-05-09,지식정보단지,승차,5465
1,2023-05-09,지식정보단지,하차,5843
1,2023-05-10,지식정보단지,승차,5522
1,2023-05-10,지식정보단지,하차,5810
1,2023-05-11,지식정보단지,승차,5322
1,2023-05-11,지식정보단지,하차,5616
1,2023-05-12,지식정보단지,승차,5254
1,2023-05-12,지식정보단지,하차,5393
1,2023-05-13,지식정보단지,승차,2571
1,2023-05-13,지식정보단지,하차,2436
1,2023-05-14,지식정보단지,승차,1600
1,2023-05-14,지식정보단지,하차,1701
1,2023-05-15,지식정보단지,승차,5372
1,2023-05-15,지식정보단지,하차,5550
1,2023-05-16,지식정보단지,승차,5434
1,2023-05-16,지식정보단지,하차,5655
1,2023-05-17,지식정보단지,승차,5599
1,2023-05-17,지식정보단지,하차,5782
1,2023-05-18,지식정보단지,승차,5329
1,2023-05-18,지식정보단지,하차,5536
1,2023-05-19,지식정보단지,승차,5325
1,2023-05-19,지식정보단지,하차,5466
1,2023-05-20,지식정보단지,승차,2394
1,2023-05-20,지식정보단지,하차,2337
1,2023-05-21,지식정보단지,승차,1535
1,2023-05-21,지식정보단지,하차,1555
1,2023-05-22,지식정보단지,승차,5364
1,2023-05-22,지식정보단지,하차,5642
1,2023-05-23,지식정보단지,승차,5554
1,2023-05-23,지식정보단지,하차,5874
1,2023-05-24,지식정보단지,승차,5467
1,2023-05-24,지식정보단지,하차,5892
1,2023-05-25,지식정보단지,승차,5650
1,2023-05-25,지식정보단지,하차,5754
1,2023-05-26,지식정보단지,승차,5350
1,2023-05-26,지식정보단지,하차,5487
1,2023-05-27,지식정보단지,승차,1888
1,2023-05-27,지식정보단지,하차,1764
1,2023-05-28,지식정보단지,승차,1364
1,2023-05-28,지식정보단지,하차,1302
1,2023-05-29,지식정보단지,승차,781
1,2023-05-29,지식정보단지,하차,832
1,2023-05-30,지식정보단지,승차,6600
1,2023-05-30,지식정보단지,하차,6866
1,2023-05-31,지식정보단지,승차,5576
1,2023-05-31,지식정보단지,하차,5698
1,2023-06-01,지식정보단지,승차,5415
1,2023-06-01,지식정보단지,하차,5714
1,2023-06-02,지식정보단지,승차,5402
1,2023-06-02,지식정보단지,하차,5511
1,2023-06-03,지식정보단지,승차,2348
1,2023-06-03,지식정보단지,하차,2300
1,2023-06-04,지식정보단지,승차,1629
1,2023-06-04,지식정보단지,하차,1594
1,2023-06-05,지식정보단지,승차,4303
1,2023-06-05,지식정보단지,하차,4397
1,2023-06-06,지식정보단지,승차,1969
1,2023-06-06,지식정보단지,하차,1992
1,2023-06-07,지식정보단지,승차,5394
1,2023-06-07,지식정보단지,하차,5657
1,2023-06-08,지식정보단지,승차,5241
1,2023-06-08,지식정보단지,하차,5606
1,2023-06-09,지식정보단지,승차,5214
1,2023-06-09,지식정보단지,하차,5385
1,2023-06-10,지식정보단지,승차,2211
1,2023-06-10,지식정보단지,하차,2132
1,2023-06-11,지식정보단지,승차,1414
1,2023-06-11,지식정보단지,하차,1487
1,2023-06-12,지식정보단지,승차,5279
1,2023-06-12,지식정보단지,하차,5533
1,2023-06-13,지식정보단지,승차,5480
1,2023-06-13,지식정보단지,하차,5666
1,2023-06-14,지식정보단지,승차,5325
1,2023-06-14,지식정보단지,하차,5561
1,2023-06-15,지식정보단지,승차,5154
1,2023-06-15,지식정보단지,하차,5368
1,2023-06-16,지식정보단지,승차,5140
1,2023-06-16,지식정보단지,하차,5320
1,2023-06-17,지식정보단지,승차,2431
1,2023-06-17,지식정보단지,하차,2288
1,2023-06-18,지식정보단지,승차,1543
1,2023-06-18,지식정보단지,하차,1489
1,2023-06-19,지식정보단지,승차,4965
1,2023-06-19,지식정보단지,하차,5187
1,2023-06-20,지식정보단지,승차,5050
1,2023-06-20,지식정보단지,하차,5325
1,2023-06-21,지식정보단지,승차,4858
1,2023-06-21,지식정보단지,하차,5092
1,2023-06-22,지식정보단지,승차,5071
1,2023-06-22,지식정보단지,하차,5304
1,2023-06-23,지식정보단지,승차,5001
1,2023-06-23,지식정보단지,하차,5293
1,2023-06-24,지식정보단지,승차,2358
1,2023-06-24,지식정보단지,하차,2229
1,2023-06-25,지식정보단지,승차,1512
1,2023-06-25,지식정보단지,하차,1499
1,2023-06-26,지식정보단지,승차,4622
1,2023-06-26,지식정보단지,하차,4906
1,2023-06-27,지식정보단지,승차,5059
1,2023-06-27,지식정보단지,하차,5290
1,2023-06-28,지식정보단지,승차,4986
1,2023-06-28,지식정보단지,하차,5191
1,2023-06-29,지식정보단지,승차,4548
1,2023-06-29,지식정보단지,하차,4851
1,2023-06-30,지식정보단지,승차,4955
1,2023-06-30,지식정보단지,하차,5168
1,2022-07-01,인천대입구,승차,6453
1,2022-07-01,인천대입구,하차,6586
1,2022-07-02,인천대입구,승차,4572
1,2022-07-02,인천대입구,하차,4599
1,2022-07-03,인천대입구,승차,3140
1,2022-07-03,인천대입구,하차,3457
1,2022-07-04,인천대입구,승차,5711
1,2022-07-04,인천대입구,하차,5950
1,2022-07-05,인천대입구,승차,5856
1,2022-07-05,인천대입구,하차,6085
1,2022-07-06,인천대입구,승차,5848
1,2022-07-06,인천대입구,하차,6056
1,2022-07-07,인천대입구,승차,5898
1,2022-07-07,인천대입구,하차,5981
1,2022-07-08,인천대입구,승차,6302
1,2022-07-08,인천대입구,하차,6371
1,2022-07-09,인천대입구,승차,5156
1,2022-07-09,인천대입구,하차,5212
1,2022-07-10,인천대입구,승차,3378
1,2022-07-10,인천대입구,하차,3523
1,2022-07-11,인천대입구,승차,5776
1,2022-07-11,인천대입구,하차,6002
1,2022-07-12,인천대입구,승차,6252
1,2022-07-12,인천대입구,하차,6210
1,2022-07-13,인천대입구,승차,5091
1,2022-07-13,인천대입구,하차,5413
1,2022-07-14,인천대입구,승차,6031
1,2022-07-14,인천대입구,하차,6061
1,2022-07-15,인천대입구,승차,7859
1,2022-07-15,인천대입구,하차,8580
1,2022-07-16,인천대입구,승차,6905
1,2022-07-16,인천대입구,하차,6877
1,2022-07-17,인천대입구,승차,5903
1,2022-07-17,인천대입구,하차,5799
1,2022-07-18,인천대입구,승차,5664
1,2022-07-18,인천대입구,하차,5795
1,2022-07-19,인천대입구,승차,5786
1,2022-07-19,인천대입구,하차,5790
1,2022-07-20,인천대입구,승차,5849
1,2022-07-20,인천대입구,하차,6026
1,2022-07-21,인천대입구,승차,5809
1,2022-07-21,인천대입구,하차,5767
1,2022-07-22,인천대입구,승차,6065
1,2022-07-22,인천대입구,하차,6144
1,2022-07-23,인천대입구,승차,4096
1,2022-07-23,인천대입구,하차,4305
1,2022-07-24,인천대입구,승차,3078
1,2022-07-24,인천대입구,하차,3184
1,2022-07-25,인천대입구,승차,5429
1,2022-07-25,인천대입구,하차,5625
1,2022-07-26,인천대입구,승차,5529
1,2022-07-26,인천대입구,하차,5620
1,2022-07-27,인천대입구,승차,5641
1,2022-07-27,인천대입구,하차,5701
1,2022-07-28,인천대입구,승차,5610
1,2022-07-28,인천대입구,하차,5699
1,2022-07-29,인천대입구,승차,5452
1,2022-07-29,인천대입구,하차,5672
1,2022-07-30,인천대입구,승차,3954
1,2022-07-30,인천대입구,하차,4022
1,2022-07-31,인천대입구,승차,2551
1,2022-07-31,인천대입구,하차,2838
1,2022-08-01,인천대입구,승차,4962
1,2022-08-01,인천대입구,하차,5085
1,2022-08-02,인천대입구,승차,4784
1,2022-08-02,인천대입구,하차,4838
1,2022-08-03,인천대입구,승차,5105
1,2022-08-03,인천대입구,하차,5134
1,2022-08-04,인천대입구,승차,5419
1,2022-08-04,인천대입구,하차,5523
1,2022-08-05,인천대입구,승차,5990
1,2022-08-05,인천대입구,하차,6398
1,2022-08-06,인천대입구,승차,5733
1,2022-08-06,인천대입구,하차,6075
1,2022-08-07,인천대입구,승차,4336
1,2022-08-07,인천대입구,하차,4724
1,2022-08-08,인천대입구,승차,5051
1,2022-08-08,인천대입구,하차,5017
1,2022-08-09,인천대입구,승차,4635
1,2022-08-09,인천대입구,하차,4845
1,2022-08-10,인천대입구,승차,5420
1,2022-08-10,인천대입구,하차,5615
1,2022-08-11,인천대입구,승차,5314
1,2022-08-11,인천대입구,하차,5445
1,2022-08-12,인천대입구,승차,5651
1,2022-08-12,인천대입구,하차,5828
1,2022-08-13,인천대입구,승차,3859
1,2022-08-13,인천대입구,하차,4015
1,2022-08-14,인천대입구,승차,3131
1,2022-08-14,인천대입구,하차,3253
1,2022-08-15,인천대입구,승차,2795
1,2022-08-15,인천대입구,하차,2956
1,2022-08-16,인천대입구,승차,5581
1,2022-08-16,인천대입구,하차,5541
1,2022-08-17,인천대입구,승차,5503
1,2022-08-17,인천대입구,하차,5706
1,2022-08-18,인천대입구,승차,5641
1,2022-08-18,인천대입구,하차,5784
1,2022-08-19,인천대입구,승차,5963
1,2022-08-19,인천대입구,하차,6283
1,2022-08-20,인천대입구,승차,4254
1,2022-08-20,인천대입구,하차,4323
1,2022-08-21,인천대입구,승차,3087
1,2022-08-21,인천대입구,하차,3252
1,2022-08-22,인천대입구,승차,5443
1,2022-08-22,인천대입구,하차,5571
1,2022-08-23,인천대입구,승차,5407
1,2022-08-23,인천대입구,하차,5712
1,2022-08-24,인천대입구,승차,5600
1,2022-08-24,인천대입구,하차,5818
1,2022-08-25,인천대입구,승차,5650
1,2022-08-25,인천대입구,하차,5821
1,2022-08-26,인천대입구,승차,6671
1,2022-08-26,인천대입구,하차,6917
1,2022-08-27,인천대입구,승차,5970
1,2022-08-27,인천대입구,하차,6088
1,2022-08-28,인천대입구,승차,4104
1,2022-08-28,인천대입구,하차,4296
1,2022-08-29,인천대입구,승차,5746
1,2022-08-29,인천대입구,하차,5851
1,2022-08-30,인천대입구,승차,5347
1,2022-08-30,인천대입구,하차,5781
1,2022-08-31,인천대입구,승차,6514
1,2022-08-31,인천대입구,하차,6964
1,2022-09-01,인천대입구,승차,9139
1,2022-09-01,인천대입구,하차,9339
1,2022-09-02,인천대입구,승차,9440
1,2022-09-02,인천대입구,하차,9384
1,2022-09-03,인천대입구,승차,6509
1,2022-09-03,인천대입구,하차,6517
1,2022-09-04,인천대입구,승차,3457
1,2022-09-04,인천대입구,하차,3909
1,2022-09-05,인천대입구,승차,7493
1,2022-09-05,인천대입구,하차,7786
1,2022-09-06,인천대입구,승차,6691
1,2022-09-06,인천대입구,하차,6598
1,2022-09-07,인천대입구,승차,9017
1,2022-09-07,인천대입구,하차,8961
1,2022-09-08,인천대입구,승차,8981
1,2022-09-08,인천대입구,하차,8392
1,2022-09-09,인천대입구,승차,3401
1,2022-09-09,인천대입구,하차,2734
1,2022-09-10,인천대입구,승차,2174
1,2022-09-10,인천대입구,하차,2037
1,2022-09-11,인천대입구,승차,2877
1,2022-09-11,인천대입구,하차,3204
1,2022-09-12,인천대입구,승차,3427
1,2022-09-12,인천대입구,하차,4248
1,2022-09-13,인천대입구,승차,8123
1,2022-09-13,인천대입구,하차,8414
1,2022-09-14,인천대입구,승차,8572
1,2022-09-14,인천대입구,하차,8711
1,2022-09-15,인천대입구,승차,8393
1,2022-09-15,인천대입구,하차,8433
1,2022-09-16,인천대입구,승차,8440
1,2022-09-16,인천대입구,하차,8121
1,2022-09-17,인천대입구,승차,5481
1,2022-09-17,인천대입구,하차,5502
1,2022-09-18,인천대입구,승차,3836
1,2022-09-18,인천대입구,하차,4327
1,2022-09-19,인천대입구,승차,8525
1,2022-09-19,인천대입구,하차,8713
1,2022-09-20,인천대입구,승차,8839
1,2022-09-20,인천대입구,하차,8878
1,2022-09-21,인천대입구,승차,9066
1,2022-09-21,인천대입구,하차,9030
1,2022-09-22,인천대입구,승차,9081
1,2022-09-22,인천대입구,하차,8955
1,2022-09-23,인천대입구,승차,8652
1,2022-09-23,인천대입구,하차,8221
1,2022-09-24,인천대입구,승차,5662
1,2022-09-24,인천대입구,하차,5537
1,2022-09-25,인천대입구,승차,3769
1,2022-09-25,인천대입구,하차,4315
1,2022-09-26,인천대입구,승차,8535
1,2022-09-26,인천대입구,하차,8637
1,2022-09-27,인천대입구,승차,9330
1,2022-09-27,인천대입구,하차,9273
1,2022-09-28,인천대입구,승차,8972
1,2022-09-28,인천대입구,하차,8711
1,2022-09-29,인천대입구,승차,8779
1,2022-09-29,인천대입구,하차,8577
1,2022-09-30,인천대입구,승차,8587
1,2022-09-30,인천대입구,하차,8241
1,2022-10-01,인천대입구,승차,5555
1,2022-10-01,인천대입구,하차,5285
1,2022-10-02,인천대입구,승차,3954
1,2022-10-02,인천대입구,하차,4237
1,2022-10-03,인천대입구,승차,3629
1,2022-10-03,인천대입구,하차,4143
1,2022-10-04,인천대입구,승차,8940
1,2022-10-04,인천대입구,하차,9368
1,2022-10-05,인천대입구,승차,9084
1,2022-10-05,인천대입구,하차,9517
1,2022-10-06,인천대입구,승차,10129
1,2022-10-06,인천대입구,하차,10600
1,2022-10-07,인천대입구,승차,8634
1,2022-10-07,인천대입구,하차,8043
1,2022-10-08,인천대입구,승차,6257
1,2022-10-08,인천대입구,하차,6105
1,2022-10-09,인천대입구,승차,3396
1,2022-10-09,인천대입구,하차,3700
1,2022-10-10,인천대입구,승차,3775
1,2022-10-10,인천대입구,하차,4366
1,2022-10-11,인천대입구,승차,8697
1,2022-10-11,인천대입구,하차,8771
1,2022-10-12,인천대입구,승차,9533
1,2022-10-12,인천대입구,하차,9483
1,2022-10-13,인천대입구,승차,9578
1,2022-10-13,인천대입구,하차,9436
1,2022-10-14,인천대입구,승차,9646
1,2022-10-14,인천대입구,하차,9573
1,2022-10-15,인천대입구,승차,5186
1,2022-10-15,인천대입구,하차,5250
1,2022-10-16,인천대입구,승차,3649
1,2022-10-16,인천대입구,하차,3990
1,2022-10-17,인천대입구,승차,8252
1,2022-10-17,인천대입구,하차,8420
1,2022-10-18,인천대입구,승차,8731
1,2022-10-18,인천대입구,하차,8741
1,2022-10-19,인천대입구,승차,8994
1,2022-10-19,인천대입구,하차,9062
